,drug,cell_line,IC50
56497,Vincristine,SNU61,0.085081
56498,Vismodegib,SNU61,5.83293
56499,Vorinostat,SNU61,1.47543
56500,WEHI-539,SNU61,5.950783
56501,WIKI4,SNU61,3.891803
56502,WZ4003,SNU61,4.841554
56503,Wee1 Inhibitor,SNU61,5.231892
56504,Wnt-C59,SNU61,4.532689
56505,XAV939,SNU61,5.166603
56506,YK-4-279,SNU61,3.380312
56507,ZM447439,SNU61,2.493257
56508,Zoledronate,SNU61,4.408901
56509,glutathione,SNU61,10.092187
56510,5-Fluorouracil,WSUDLCL2,3.616916
56511,5-azacytidine,WSUDLCL2,0.453413
56512,A-366,WSUDLCL2,1.608691
56513,ABT737,WSUDLCL2,-0.92594
56514,AGI-5198,WSUDLCL2,3.13154
56515,AGK2,WSUDLCL2,2.29225
56516,AMG-319,WSUDLCL2,1.76691
56517,AT13148,WSUDLCL2,0.244186
56518,AZ6102,WSUDLCL2,1.448396
56519,AZD4547,WSUDLCL2,2.621569
56520,AZD5363,WSUDLCL2,-2.161129
56521,AZD6738,WSUDLCL2,0.851625
56522,AZD7762,WSUDLCL2,-1.451044
56523,AZD8055,WSUDLCL2,-2.579156
56524,AZD8186,WSUDLCL2,1.090485
56525,Afuresertib,WSUDLCL2,-2.779826
56526,Alisertib,WSUDLCL2,3.300789
56527,Alpelisib,WSUDLCL2,2.646338
56528,Avagacestat,WSUDLCL2,3.97747
56529,Axitinib,WSUDLCL2,2.523782
56530,BI-2536,WSUDLCL2,-4.67476
56531,BIBR-1532,WSUDLCL2,4.034529
56532,BMS-536924,WSUDLCL2,2.118157
56533,BMS-754807,WSUDLCL2,0.593217
56534,Bleomycin (50 uM),WSUDLCL2,0.906074
56535,Bortezomib,WSUDLCL2,-5.916104
56536,Bosutinib,WSUDLCL2,-0.19838
56537,Buparlisib,WSUDLCL2,0.103253
56538,CCT007093,WSUDLCL2,4.417889
56539,CPI-637,WSUDLCL2,0.189577
56540,Camptothecin,WSUDLCL2,-4.066548
56541,Cediranib,WSUDLCL2,0.393312
56542,Cisplatin,WSUDLCL2,1.212479
56543,Crizotinib,WSUDLCL2,1.499911
56544,Cyclophosphamide,WSUDLCL2,4.019364
56545,Cytarabine,WSUDLCL2,-0.818698
56546,Dactinomycin,WSUDLCL2,-5.120747
56547,Dactolisib,WSUDLCL2,-4.084515
56548,Daporinad,WSUDLCL2,-6.196767
56549,Dasatinib,WSUDLCL2,-1.463565
56550,Docetaxel,WSUDLCL2,-6.588512
56551,Doramapimod,WSUDLCL2,4.281163
56552,EHT-1864,WSUDLCL2,3.19108
56553,EPZ004777,WSUDLCL2,3.634011
56554,EPZ5676,WSUDLCL2,4.677091
56555,Epirubicin,WSUDLCL2,-2.007785
56556,Foretinib,WSUDLCL2,0.84367
56557,Fulvestrant,WSUDLCL2,1.745323
56558,GDC0810,WSUDLCL2,3.796745
56559,GNE-317,WSUDLCL2,-1.835285
56560,GSK1904529A,WSUDLCL2,3.76347
56561,GSK2578215A,WSUDLCL2,2.823261
56562,GSK2830371,WSUDLCL2,2.480803
56563,GSK343,WSUDLCL2,1.702425
56564,GSK591,WSUDLCL2,4.167263
56565,GW441756,WSUDLCL2,2.583958
56566,Gefitinib,WSUDLCL2,2.962573
56567,Gemcitabine,WSUDLCL2,-5.7968
56568,I-BRD9,WSUDLCL2,1.695625
56569,ICL-SIRT078,WSUDLCL2,1.638917
56570,Ipatasertib,WSUDLCL2,-2.435294
56571,Irinotecan,WSUDLCL2,-0.008013
56572,JQ1,WSUDLCL2,-1.865988
56573,KU-55933,WSUDLCL2,2.693418
56574,LGK974,WSUDLCL2,3.095943
56575,LJI308,WSUDLCL2,3.805585
56576,Lapatinib,WSUDLCL2,2.36504
56577,Lenalidomide,WSUDLCL2,3.90756
56578,Lestaurtinib,WSUDLCL2,-1.691793
56579,Linsitinib,WSUDLCL2,3.03617
56580,Luminespib,WSUDLCL2,-4.253779
56581,MG-132,WSUDLCL2,-2.240842
56582,MIM1,WSUDLCL2,3.069772
56583,MIRA-1,WSUDLCL2,2.920964
56584,MK-1775,WSUDLCL2,-0.598993
56585,MK-2206,WSUDLCL2,-0.865186
56586,MK-8776,WSUDLCL2,1.280336
56587,Motesanib,WSUDLCL2,4.231958
56588,Mycophenolic acid,WSUDLCL2,0.746146
56589,N-acetyl cysteine,WSUDLCL2,9.699919
56590,NVP-ADW742,WSUDLCL2,1.752245
56591,Navitoclax,WSUDLCL2,-0.987686
56592,Nilotinib,WSUDLCL2,1.54898
56593,Nutlin-3a (-),WSUDLCL2,3.295898
56594,OSI-027,WSUDLCL2,1.042973
56595,Obatoclax Mesylate,WSUDLCL2,-0.654053
56596,Olaparib,WSUDLCL2,2.668815
56597,Osimertinib,WSUDLCL2,0.457404
56598,Oxaliplatin,WSUDLCL2,1.93824
56599,P22077,WSUDLCL2,1.425052
56600,PD173074,WSUDLCL2,2.675392
56601,PFI-1,WSUDLCL2,2.836045
56602,POMHEX,WSUDLCL2,-0.62768
56603,Paclitaxel,WSUDLCL2,-5.375203
56604,Palbociclib,WSUDLCL2,0.848821
56605,Pevonedistat,WSUDLCL2,-3.220577
56606,Pictilisib,WSUDLCL2,-1.550477
56607,Pyridostatin,WSUDLCL2,1.479018
56608,RO-3306,WSUDLCL2,2.259738
56609,Rapamycin,WSUDLCL2,-5.903482
56610,Refametinib,WSUDLCL2,3.465179
56611,Ribociclib,WSUDLCL2,1.4587
56612,SB216763,WSUDLCL2,4.401206
56613,SB590885,WSUDLCL2,1.655322
56614,SCH772984,WSUDLCL2,3.313156
56615,SN-38,WSUDLCL2,-4.959568
56616,Sapitinib,WSUDLCL2,1.380989
56617,Savolitinib,WSUDLCL2,2.099349
56618,Sepantronium bromide,WSUDLCL2,-5.303559
56619,Serdemetan,WSUDLCL2,2.841989
56620,Sorafenib,WSUDLCL2,1.844528
56621,Staurosporine,WSUDLCL2,-3.758236
56622,TW 37,WSUDLCL2,-1.046295
56623,Talazoparib,WSUDLCL2,2.43184
56624,Tanespimycin,WSUDLCL2,-0.319408
56625,Taselisib,WSUDLCL2,-0.781958
56626,Telomerase Inhibitor IX,WSUDLCL2,-0.450041
56627,Temozolomide,WSUDLCL2,3.987264
56628,Temsirolimus,WSUDLCL2,-5.974346
56629,Trametinib,WSUDLCL2,0.641326
56630,UNC0379,WSUDLCL2,1.107044
56631,UNC0638,WSUDLCL2,0.438193
56632,Ulixertinib,WSUDLCL2,2.59018
56633,Uprosertib,WSUDLCL2,-3.814663
56634,VE821,WSUDLCL2,1.172757
56635,VX-11e,WSUDLCL2,2.564334
56636,Venetoclax,WSUDLCL2,-2.449311
56637,Vinblastine,WSUDLCL2,-7.103903
56638,Vinorelbine,WSUDLCL2,-6.196508
56639,Vismodegib,WSUDLCL2,4.394535
56640,Vorinostat,WSUDLCL2,0.316012
56641,WEHI-539,WSUDLCL2,3.948237
56642,WIKI4,WSUDLCL2,3.169713
56643,Wee1 Inhibitor,WSUDLCL2,0.2574
56644,YK-4-279,WSUDLCL2,-0.132022
56645,ZM447439,WSUDLCL2,1.271807
56646,glutathione,WSUDLCL2,8.410719
56647,5-Fluorouracil,BXPC3,4.955439
56648,5-azacytidine,BXPC3,2.767578
56649,A-366,BXPC3,4.464708
56650,ABT737,BXPC3,3.463139
56651,AGI-5198,BXPC3,5.02145
56652,AGI-6780,BXPC3,3.44058
56653,AGK2,BXPC3,2.475438
56654,AMG-319,BXPC3,5.344602
56655,AT13148,BXPC3,3.624529
56656,AZ6102,BXPC3,2.57097
56657,AZ960,BXPC3,3.206251
56658,AZD1208,BXPC3,6.036913
56659,AZD1332,BXPC3,3.587257
56660,AZD2014,BXPC3,1.914906
56661,AZD4547,BXPC3,3.692927
56662,AZD5153,BXPC3,1.773907
56663,AZD5363,BXPC3,4.487367
56664,AZD5438,BXPC3,1.213041
56665,AZD5582,BXPC3,-0.189528
56666,AZD5991,BXPC3,4.457024
56667,AZD6738,BXPC3,4.745599
56668,AZD7762,BXPC3,0.389926
56669,AZD8055,BXPC3,0.152016
56670,AZD8186,BXPC3,3.222908
56671,Acetalax,BXPC3,1.592559
56672,Afuresertib,BXPC3,3.283415
56673,Alisertib,BXPC3,2.874236
56674,Alpelisib,BXPC3,3.091082
56675,Avagacestat,BXPC3,4.308995
56676,Axitinib,BXPC3,3.347515
56677,BI-2536,BXPC3,1.851127
56678,BIBR-1532,BXPC3,5.85206
56679,BMS-536924,BXPC3,1.859772
56680,BMS-754807,BXPC3,2.925008
56681,Bleomycin,BXPC3,3.9925
56682,Bleomycin (50 uM),BXPC3,5.32195
56683,Bortezomib,BXPC3,-4.323425
56684,Bosutinib,BXPC3,2.223418
56685,Buparlisib,BXPC3,1.170047
56686,CCT007093,BXPC3,6.008065
56687,CPI-637,BXPC3,4.079139
56688,CZC24832,BXPC3,5.028994
56689,Camptothecin,BXPC3,-0.635353
56690,Carmustine,BXPC3,6.875267
56691,Cediranib,BXPC3,2.077679
56692,Cisplatin,BXPC3,4.090629
56693,Crizotinib,BXPC3,3.777135
56694,Cyclophosphamide,BXPC3,6.05663
56695,Cytarabine,BXPC3,2.773033
56696,Dacarbazine,BXPC3,6.383406
56697,Dactinomycin,BXPC3,-2.729281
56698,Dactolisib,BXPC3,-1.553557
56699,Daporinad,BXPC3,-2.999022
56700,Dasatinib,BXPC3,0.077246
56701,Dinaciclib,BXPC3,-3.703892
56702,Docetaxel,BXPC3,-2.61774
56703,Doramapimod,BXPC3,5.628877
56704,EHT-1864,BXPC3,3.304326
56705,EPZ004777,BXPC3,5.598051
56706,EPZ5676,BXPC3,5.929711
56707,Elephantin,BXPC3,4.558256
56708,Entinostat,BXPC3,2.707254
56709,Entospletinib,BXPC3,3.501573
56710,Epirubicin,BXPC3,0.009456
56711,Fludarabine,BXPC3,6.700397
56712,Foretinib,BXPC3,1.462344
56713,Fulvestrant,BXPC3,4.073372
56714,GDC0810,BXPC3,5.282134
56715,GNE-317,BXPC3,0.638438
56716,GSK-LSD1,BXPC3,2.170029
56717,GSK1904529A,BXPC3,3.794376
56718,GSK2110183B,BXPC3,4.613868
56719,GSK2578215A,BXPC3,5.449402
56720,GSK2606414,BXPC3,2.715961
56721,GSK2801,BXPC3,4.243156
56722,GSK2830371,BXPC3,6.072125
56723,GSK343,BXPC3,3.958433
56724,GSK591,BXPC3,4.413908
56725,GW441756,BXPC3,4.462687
56726,Gallibiscoquinazole,BXPC3,3.604263
56727,Gefitinib,BXPC3,3.531179
56728,Gemcitabine,BXPC3,-0.676434
56729,I-BET-762,BXPC3,3.315371
56730,I-BRD9,BXPC3,5.093171
56731,ICL-SIRT078,BXPC3,4.032595
56732,IWP-2,BXPC3,2.032168
56733,Ibrutinib,BXPC3,4.62288
56734,Ipatasertib,BXPC3,4.054673
56735,Irinotecan,BXPC3,4.331342
56736,JQ1,BXPC3,2.245066
56737,KRAS (G12C) Inhibitor-12,BXPC3,5.6604
56738,KU-55933,BXPC3,5.971097
56739,LCL161,BXPC3,3.643967
56740,LGK974,BXPC3,3.842747
56741,LJI308,BXPC3,5.53147
56742,LMP744,BXPC3,1.72693
56743,LY2109761,BXPC3,5.367761
56744,Lapatinib,BXPC3,3.540399
56745,Leflunomide,BXPC3,4.024372
56746,Lenalidomide,BXPC3,5.719551
56747,Lestaurtinib,BXPC3,0.785054
56748,Linsitinib,BXPC3,3.917978
56749,Luminespib,BXPC3,1.994866
56750,MG-132,BXPC3,-1.331225
56751,MIM1,BXPC3,3.861061
56752,MIRA-1,BXPC3,5.59227
56753,MK-1775,BXPC3,0.341318
56754,MK-2206,BXPC3,3.951744
56755,MK-8776,BXPC3,4.214125
56756,ML323,BXPC3,3.693441
56757,MN-64,BXPC3,4.19314
56758,Methotrexate,BXPC3,0.007392
56759,Mirin,BXPC3,5.228646
56760,Mitoxantrone,BXPC3,2.445784
56761,Motesanib,BXPC3,6.072125
56762,Mycophenolic acid,BXPC3,5.125016
56763,N-acetyl cysteine,BXPC3,10.557522
56764,NVP-ADW742,BXPC3,3.659309
56765,Navitoclax,BXPC3,2.462154
56766,Nelarabine,BXPC3,6.738082
56767,Nilotinib,BXPC3,4.081115
56768,Nutlin-3a (-),BXPC3,6.305114
56769,OF-1,BXPC3,3.073004
56770,OSI-027,BXPC3,1.853996
56771,OTX015,BXPC3,2.175638
56772,Obatoclax Mesylate,BXPC3,0.952161
56773,Olaparib,BXPC3,4.814604
56774,Osimertinib,BXPC3,1.78821
56775,Oxaliplatin,BXPC3,5.161768
56776,P22077,BXPC3,6.043897
56777,PCI-34051,BXPC3,5.859018
56778,PD173074,BXPC3,3.539735
56779,PFI-1,BXPC3,4.513591
56780,PFI3,BXPC3,5.652808
56781,PLX-4720,BXPC3,3.740878
56782,POMHEX,BXPC3,3.992456
56783,PRIMA-1MET,BXPC3,5.517033
56784,PRT062607,BXPC3,3.798068
56785,Paclitaxel,BXPC3,-2.698514
56786,Palbociclib,BXPC3,4.511059
56787,Pevonedistat,BXPC3,1.018696
56788,Picolinici-acid,BXPC3,4.360016
56789,Pictilisib,BXPC3,0.834064
56790,Pyridostatin,BXPC3,3.434191
56791,RO-3306,BXPC3,4.933632
56792,RVX-208,BXPC3,5.737512
56793,Rapamycin,BXPC3,-2.605923
56794,Refametinib,BXPC3,1.28707
56795,Ribociclib,BXPC3,4.588235
56796,Romidepsin,BXPC3,-4.510118
56797,Ruxolitinib,BXPC3,5.738584
56798,SB216763,BXPC3,5.412449
56799,SB590885,BXPC3,4.340441
56800,SCH772984,BXPC3,1.8114
56801,SN-38,BXPC3,3.215186
56802,Sabutoclax,BXPC3,-0.588246
56803,Sapitinib,BXPC3,2.424413
56804,Savolitinib,BXPC3,3.208619
56805,Sepantronium bromide,BXPC3,-3.965009
56806,Serdemetan,BXPC3,3.508311
56807,Sinularin,BXPC3,3.324385
56808,Sorafenib,BXPC3,3.026472
56809,Staurosporine,BXPC3,-3.594829
56810,TW 37,BXPC3,2.721707
56811,Talazoparib,BXPC3,5.297755
56812,Tanespimycin,BXPC3,-1.731166
56813,Taselisib,BXPC3,2.560436
56814,Telomerase Inhibitor IX,BXPC3,2.332174
56815,Temozolomide,BXPC3,6.270239
56816,Temsirolimus,BXPC3,1.183381
56817,Topotecan,BXPC3,0.920625
56818,Trametinib,BXPC3,0.045015
56819,UNC0379,BXPC3,2.711651
56820,UNC0638,BXPC3,5.377378
56821,Ulixertinib,BXPC3,1.777593
56822,Uprosertib,BXPC3,2.225735
56823,VE-822,BXPC3,4.09946
56824,VE821,BXPC3,3.741351
56825,VX-11e,BXPC3,3.218462
56826,Venetoclax,BXPC3,3.602324
56827,Vinblastine,BXPC3,-3.341472
56828,Vincristine,BXPC3,-1.728637
56829,Vinorelbine,BXPC3,-3.955181
56830,Vismodegib,BXPC3,4.853687
56831,Vorinostat,BXPC3,2.464632
56832,WEHI-539,BXPC3,5.138265
56833,WIKI4,BXPC3,3.73337
56834,WZ4003,BXPC3,3.965312
56835,Wee1 Inhibitor,BXPC3,3.524538
56836,Wnt-C59,BXPC3,3.507802
56837,XAV939,BXPC3,3.431134
56838,YK-4-279,BXPC3,1.991556
56839,ZM447439,BXPC3,2.341449
56840,Zoledronate,BXPC3,4.430983
56841,glutathione,BXPC3,9.08266
56842,5-Fluorouracil,BT20,5.400676
56843,5-azacytidine,BT20,3.244695
56844,A-366,BT20,5.226056
56845,ABT737,BT20,2.416184
56846,AGI-5198,BT20,4.558309
56847,AGI-6780,BT20,3.884006
56848,AGK2,BT20,2.725451
56849,AMG-319,BT20,5.191222
56850,AT13148,BT20,4.429993
56851,AZ6102,BT20,3.238488
56852,AZ960,BT20,4.695811
56853,AZD1208,BT20,4.978783
56854,AZD1332,BT20,5.17019
56855,AZD2014,BT20,0.541543
56856,AZD4547,BT20,3.342241
56857,AZD5153,BT20,3.598271
56858,AZD5363,BT20,1.365005
56859,AZD5438,BT20,1.616283
56860,AZD5582,BT20,4.473287
56861,AZD5991,BT20,-2.408615
56862,AZD6482,BT20,1.274653
56863,AZD6738,BT20,3.018945
56864,AZD7762,BT20,1.870653
56865,AZD8055,BT20,-0.228835
56866,AZD8186,BT20,3.659899
56867,Acetalax,BT20,0.987598
56868,Afuresertib,BT20,1.826552
56869,Alisertib,BT20,2.393125
56870,Alpelisib,BT20,1.093168
56871,Avagacestat,BT20,5.052515
56872,Axitinib,BT20,3.781183
56873,BIBR-1532,BT20,4.788957
56874,BMS-536924,BT20,3.222944
56875,BMS-754807,BT20,4.819588
56876,Bleomycin,BT20,3.602795
56877,Bleomycin (50 uM),BT20,3.90436
56878,Bortezomib,BT20,-4.355652
56879,Bosutinib,BT20,2.587364
56880,Buparlisib,BT20,0.83045
56881,CCT007093,BT20,4.541386
56882,CPI-637,BT20,5.226056
56883,CZC24832,BT20,3.13939
56884,Camptothecin,BT20,-2.467717
56885,Carmustine,BT20,5.728141
56886,Cediranib,BT20,3.885009
56887,Cisplatin,BT20,3.605331
56888,Crizotinib,BT20,4.541737
56889,Cyclophosphamide,BT20,4.110102
56890,Cytarabine,BT20,3.616618
56891,Dacarbazine,BT20,5.613669
56892,Dactinomycin,BT20,-3.135205
56893,Dactolisib,BT20,-1.459358
56894,Dasatinib,BT20,1.581687
56895,Dinaciclib,BT20,-3.227398
56896,Docetaxel,BT20,-1.50277
56897,Doramapimod,BT20,4.661155
56898,EHT-1864,BT20,2.313567
56899,EPZ004777,BT20,4.325486
56900,EPZ5676,BT20,5.472368
56901,Elephantin,BT20,3.640756
56902,Entinostat,BT20,3.53358
56903,Entospletinib,BT20,3.214076
56904,Epirubicin,BT20,0.472971
56905,Fludarabine,BT20,0.28415
56906,Foretinib,BT20,2.79534
56907,Fulvestrant,BT20,4.130653
56908,GDC0810,BT20,4.818987
56909,GNE-317,BT20,0.274889
56910,GSK-LSD1,BT20,2.253871
56911,GSK1904529A,BT20,5.26797
56912,GSK2110183B,BT20,0.377478
56913,GSK2578215A,BT20,5.151257
56914,GSK2606414,BT20,4.316825
56915,GSK2801,BT20,4.650719
56916,GSK2830371,BT20,5.226056
56917,GSK343,BT20,3.836448
56918,GSK591,BT20,5.217633
56919,GW441756,BT20,3.71726
56920,Gallibiscoquinazole,BT20,2.327928
56921,Gefitinib,BT20,3.46637
56922,Gemcitabine,BT20,2.929784
56923,I-BET-762,BT20,4.341341
56924,I-BRD9,BT20,5.226056
56925,ICL-SIRT078,BT20,5.045226
56926,IWP-2,BT20,1.667539
56927,Ibrutinib,BT20,4.078311
56928,Ipatasertib,BT20,1.80272
56929,Irinotecan,BT20,3.325924
56930,JQ1,BT20,4.035706
56931,KRAS (G12C) Inhibitor-12,BT20,5.799708
56932,KU-55933,BT20,4.553417
56933,LCL161,BT20,5.180942
56934,LGK974,BT20,2.760235
56935,LJI308,BT20,5.207027
56936,LMP744,BT20,2.644172
56937,LY2109761,BT20,5.225455
56938,Lapatinib,BT20,2.183625
56939,Leflunomide,BT20,4.534432
56940,Lenalidomide,BT20,5.195845
56941,Lestaurtinib,BT20,2.738515
56942,Linsitinib,BT20,4.17896
56943,Luminespib,BT20,-1.457175
56944,MG-132,BT20,-0.041865
56945,MIM1,BT20,4.993094
56946,MIRA-1,BT20,5.031114
56947,MK-1775,BT20,1.847123
56948,MK-2206,BT20,2.154319
56949,MK-8776,BT20,3.798548
56950,ML323,BT20,3.302745
56951,MN-64,BT20,5.197195
56952,Methotrexate,BT20,2.652912
56953,Mirin,BT20,4.756738
56954,Mitoxantrone,BT20,2.97556
56955,Motesanib,BT20,5.225258
56956,Mycophenolic acid,BT20,2.56434
56957,N-acetyl cysteine,BT20,10.401781
56958,NVP-ADW742,BT20,4.845183
56959,Navitoclax,BT20,1.96434
56960,Nelarabine,BT20,5.164863
56961,Nilotinib,BT20,2.498179
56962,Nutlin-3a (-),BT20,5.267914
56963,OF-1,BT20,2.454735
56964,OSI-027,BT20,1.972899
56965,OTX015,BT20,4.649867
56966,Obatoclax Mesylate,BT20,1.107747
56967,Olaparib,BT20,4.416464
56968,Osimertinib,BT20,2.642914
56969,Oxaliplatin,BT20,5.047152
56970,P22077,BT20,3.714703
56971,PCI-34051,BT20,5.089313
56972,PD173074,BT20,4.824844
56973,PF-4708671,BT20,2.68016
56974,PFI-1,BT20,5.178802
56975,PFI3,BT20,4.262437
56976,PLX-4720,BT20,4.041487
56977,POMHEX,BT20,4.015051
56978,PRIMA-1MET,BT20,4.021973
56979,PRT062607,BT20,5.222153
56980,Paclitaxel,BT20,-3.69383
56981,Palbociclib,BT20,4.263771
56982,Pevonedistat,BT20,1.910657
56983,Picolinici-acid,BT20,4.511134
56984,Pictilisib,BT20,0.514032
56985,Pyridostatin,BT20,4.072325
56986,RO-3306,BT20,2.706878
56987,RVX-208,BT20,4.906911
56988,Rapamycin,BT20,-0.882083
56989,Refametinib,BT20,2.282789
56990,Remodelin,BT20,2.80043
56991,Ribociclib,BT20,3.283353
56992,Romidepsin,BT20,-4.272452
56993,Ruxolitinib,BT20,5.003075
56994,SB216763,BT20,5.98132
56995,SB590885,BT20,4.532908
56996,SCH772984,BT20,2.346321
56997,SN-38,BT20,3.602709
56998,Sabutoclax,BT20,1.075241
56999,Sapitinib,BT20,2.30645
57000,Savolitinib,BT20,2.73444
57001,Sepantronium bromide,BT20,-4.000364
57002,Serdemetan,BT20,3.636203
57003,Sinularin,BT20,3.636697
57004,Sorafenib,BT20,2.144877
57005,Staurosporine,BT20,-1.824252
57006,Talazoparib,BT20,4.855782
57007,Tanespimycin,BT20,0.038982
57008,Taselisib,BT20,-1.130199
57009,Telomerase Inhibitor IX,BT20,1.695509
57010,Temozolomide,BT20,6.505983
57011,Temsirolimus,BT20,1.782484
57012,Topotecan,BT20,1.604089
57013,Tozasertib,BT20,3.190288
57014,Trametinib,BT20,0.002256
57015,UNC0379,BT20,5.065012
57016,UNC0638,BT20,3.708458
57017,Ulixertinib,BT20,3.787705
57018,Uprosertib,BT20,1.116496
57019,VE-822,BT20,2.167312
57020,VE821,BT20,5.169167
57021,VX-11e,BT20,3.368636
57022,Venetoclax,BT20,2.086231
57023,Vinblastine,BT20,-1.857034
57024,Vincristine,BT20,3.714143
57025,Vinorelbine,BT20,-2.062576
57026,Vismodegib,BT20,5.084295
57027,Vorinostat,BT20,3.038475
57028,WEHI-539,BT20,3.633881
57029,WIKI4,BT20,4.183344
57030,WZ4003,BT20,4.472929
57031,Wee1 Inhibitor,BT20,2.353192
57032,Wnt-C59,BT20,3.511719
57033,XAV939,BT20,4.347781
57034,YK-4-279,BT20,2.152282
57035,ZM447439,BT20,2.648526
57036,Zoledronate,BT20,3.502511
57037,glutathione,BT20,9.195852
57038,5-Fluorouracil,HUTU80,2.63195
57039,ABT737,HUTU80,2.988491
57040,AGI-5198,HUTU80,3.814467
57041,AGI-6780,HUTU80,2.613908
57042,AGK2,HUTU80,1.448592
57043,AMG-319,HUTU80,3.267798
57044,AT13148,HUTU80,1.011003
57045,AZ6102,HUTU80,0.974097
57046,AZ960,HUTU80,0.235426
57047,AZD1208,HUTU80,4.888785
57048,AZD1332,HUTU80,2.309516
57049,AZD2014,HUTU80,0.151404
57050,AZD4547,HUTU80,0.832545
57051,AZD5153,HUTU80,1.471422
57052,AZD5363,HUTU80,2.383117
57053,AZD5438,HUTU80,1.82645
57054,AZD5582,HUTU80,1.658441
57055,AZD5991,HUTU80,1.388872
57056,AZD6482,HUTU80,2.648873
57057,AZD6738,HUTU80,0.598127
57058,AZD7762,HUTU80,-0.463773
57059,AZD8186,HUTU80,2.186385
57060,Acetalax,HUTU80,2.431578
57061,Afuresertib,HUTU80,1.423554
57062,Alisertib,HUTU80,-1.507019
57063,Alpelisib,HUTU80,2.201714
57064,Avagacestat,HUTU80,3.371511
57065,Axitinib,HUTU80,0.007885
57066,BI-2536,HUTU80,-3.426596
57067,BIBR-1532,HUTU80,4.69727
57068,BMS-536924,HUTU80,-0.465639
57069,BMS-754807,HUTU80,-0.946138
57070,BX795,HUTU80,0.720561
57071,Bicalutamide,HUTU80,3.706066
57072,Bleomycin,HUTU80,0.43248
57073,Bortezomib,HUTU80,-5.550123
57074,Bosutinib,HUTU80,0.794707
57075,Buparlisib,HUTU80,0.502754
57076,CCT-018159,HUTU80,2.179191
57077,CCT007093,HUTU80,4.077028
57078,CHIR-99021,HUTU80,4.016919
57079,CZC24832,HUTU80,3.561565
57080,Camptothecin,HUTU80,-4.216036
57081,Carmustine,HUTU80,4.044433
57082,Cediranib,HUTU80,0.542647
57083,Crizotinib,HUTU80,0.668124
57084,Cyclophosphamide,HUTU80,3.293897
57085,Dacarbazine,HUTU80,4.481197
57086,Dactinomycin,HUTU80,-6.990631
57087,Dactolisib,HUTU80,-4.144492
57088,Daporinad,HUTU80,-5.311169
57089,Dasatinib,HUTU80,-0.391108
57090,Dinaciclib,HUTU80,-3.755054
57091,Docetaxel,HUTU80,-6.385741
57092,Doramapimod,HUTU80,2.824793
57093,EHT-1864,HUTU80,1.95556
57094,EPZ004777,HUTU80,4.336356
57095,EPZ5676,HUTU80,3.816125
57096,Elephantin,HUTU80,3.431552
57097,Elesclomol,HUTU80,-6.112304
57098,Entinostat,HUTU80,1.282052
57099,Entospletinib,HUTU80,2.814145
57100,Epirubicin,HUTU80,-4.075904
57101,Fludarabine,HUTU80,5.072763
57102,Foretinib,HUTU80,-1.27079
57103,Fulvestrant,HUTU80,2.565678
57104,GDC0810,HUTU80,4.872184
57105,GNE-317,HUTU80,-1.468345
57106,GSK-LSD1,HUTU80,1.084132
57107,GSK1904529A,HUTU80,2.608736
57108,GSK2110183B,HUTU80,3.237988
57109,GSK2578215A,HUTU80,2.63871
57110,GSK2606414,HUTU80,2.032759
57111,GSK2801,HUTU80,3.540839
57112,GSK343,HUTU80,1.960997
57113,GSK591,HUTU80,3.735384
57114,GW441756,HUTU80,3.199511
57115,Gallibiscoquinazole,HUTU80,2.891851
57116,Gefitinib,HUTU80,2.402258
57117,Gemcitabine,HUTU80,-5.373664
57118,I-BET-762,HUTU80,2.743319
57119,I-BRD9,HUTU80,2.738764
57120,IOX2,HUTU80,1.156012
57121,IWP-2,HUTU80,2.470275
57122,Ibrutinib,HUTU80,1.090522
57123,Ipatasertib,HUTU80,1.623386
57124,Irinotecan,HUTU80,0.656223
57125,JQ1,HUTU80,0.984979
57126,KRAS (G12C) Inhibitor-12,HUTU80,3.903762
57127,KU-55933,HUTU80,4.714392
57128,LCL161,HUTU80,4.334626
57129,LGK974,HUTU80,2.625375
57130,LJI308,HUTU80,4.263142
57131,LMP744,HUTU80,-2.792246
57132,LY2109761,HUTU80,4.886231
57133,Lapatinib,HUTU80,1.409591
57134,Leflunomide,HUTU80,5.076469
57135,Lenalidomide,HUTU80,4.728789
57136,Lestaurtinib,HUTU80,-1.360239
57137,Linsitinib,HUTU80,2.729407
57138,Luminespib,HUTU80,-4.188611
57139,MG-132,HUTU80,-1.892715
57140,MIRA-1,HUTU80,4.639049
57141,MK-1775,HUTU80,-0.648289
57142,MK-2206,HUTU80,1.692863
57143,MK-8776,HUTU80,2.419072
57144,ML323,HUTU80,2.541061
57145,MN-64,HUTU80,3.501189
57146,Methotrexate,HUTU80,0.938574
57147,Mirin,HUTU80,3.456523
57148,Mitoxantrone,HUTU80,-1.012585
57149,Motesanib,HUTU80,4.31749
57150,NVP-ADW742,HUTU80,1.218844
57151,Navitoclax,HUTU80,2.678149
57152,Nelarabine,HUTU80,5.73192
57153,Nilotinib,HUTU80,2.206752
57154,Nutlin-3a (-),HUTU80,0.269604
57155,OF-1,HUTU80,2.290838
57156,OSI-027,HUTU80,2.371968
57157,OTX015,HUTU80,1.86391
57158,Obatoclax Mesylate,HUTU80,-0.416112
57159,Olaparib,HUTU80,1.408081
57160,Osimertinib,HUTU80,1.031495
