,drug,cell_line,IC50
48186,GSK2110183B,NCIH2228,3.898435
48187,GSK2578215A,NCIH2228,5.367241
48188,GSK2801,NCIH2228,5.473916
48189,GSK2830371,NCIH2228,6.004978
48190,GSK343,NCIH2228,5.586038
48191,GSK591,NCIH2228,6.275267
48192,GW441756,NCIH2228,3.250814
48193,Gefitinib,NCIH2228,4.025381
48194,I-BRD9,NCIH2228,5.84783
48195,ICL-SIRT078,NCIH2228,6.162852
48196,IWP-2,NCIH2228,2.450147
48197,Ibrutinib,NCIH2228,6.274045
48198,Ipatasertib,NCIH2228,3.528272
48199,Irinotecan,NCIH2228,2.251944
48200,JNK Inhibitor VIII,NCIH2228,6.052156
48201,JQ1,NCIH2228,2.886159
48202,KRAS (G12C) Inhibitor-12,NCIH2228,7.582933
48203,KU-55933,NCIH2228,5.841444
48204,L-Oxonoreleagnine,NCIH2228,4.537032
48205,LCL161,NCIH2228,3.71947
48206,LGK974,NCIH2228,4.438999
48207,LJI308,NCIH2228,6.628105
48208,LMP744,NCIH2228,-1.326537
48209,LY2109761,NCIH2228,6.644155
48210,Lapatinib,NCIH2228,5.309039
48211,Leflunomide,NCIH2228,5.247231
48212,Lenalidomide,NCIH2228,6.683006
48213,Lestaurtinib,NCIH2228,0.996595
48214,Linsitinib,NCIH2228,2.587034
48215,Luminespib,NCIH2228,-1.997614
48216,MG-132,NCIH2228,-0.048894
48217,MIM1,NCIH2228,4.399713
48218,MIRA-1,NCIH2228,7.064502
48219,MK-1775,NCIH2228,0.95434
48220,MK-2206,NCIH2228,1.712131
48221,MK-8776,NCIH2228,4.549544
48222,ML323,NCIH2228,6.880016
48223,MN-64,NCIH2228,4.399393
48224,Methotrexate,NCIH2228,-0.672332
48225,Mirin,NCIH2228,5.830652
48226,Mitoxantrone,NCIH2228,-1.166061
48227,Motesanib,NCIH2228,6.776365
48228,Mycophenolic acid,NCIH2228,2.39473
48229,N-acetyl cysteine,NCIH2228,10.26351
48230,NU7441,NCIH2228,4.963413
48231,NVP-ADW742,NCIH2228,3.497134
48232,Navitoclax,NCIH2228,4.178065
48233,Niraparib,NCIH2228,3.703622
48234,OF-1,NCIH2228,4.580704
48235,OTX015,NCIH2228,5.416979
48236,Olaparib,NCIH2228,4.720014
48237,Osimertinib,NCIH2228,3.074055
48238,Oxaliplatin,NCIH2228,5.494261
48239,P22077,NCIH2228,6.47197
48240,PCI-34051,NCIH2228,6.753137
48241,PD0325901,NCIH2228,1.972169
48242,PD173074,NCIH2228,5.079793
48243,PFI-1,NCIH2228,5.859817
48244,PFI3,NCIH2228,6.792375
48245,PLX-4720,NCIH2228,5.00477
48246,POMHEX,NCIH2228,3.742443
48247,PRIMA-1MET,NCIH2228,5.600966
48248,PRT062607,NCIH2228,3.617158
48249,Paclitaxel,NCIH2228,-1.763564
48250,Palbociclib,NCIH2228,4.660124
48251,Pevonedistat,NCIH2228,3.042005
48252,Pictilisib,NCIH2228,0.612912
48253,Podophyllotoxin bromide,NCIH2228,1.646416
48254,Pyridostatin,NCIH2228,2.856481
48255,RVX-208,NCIH2228,6.557054
48256,Rapamycin,NCIH2228,-0.849418
48257,Refametinib,NCIH2228,1.610587
48258,Remodelin,NCIH2228,5.174934
48259,Ribociclib,NCIH2228,5.225547
48260,Rucaparib,NCIH2228,4.102681
48261,Ruxolitinib,NCIH2228,2.853212
48262,SB216763,NCIH2228,5.895278
48263,SCH772984,NCIH2228,2.840438
48264,SGC-CBP30,NCIH2228,6.039025
48265,SGC0946,NCIH2228,3.355229
48266,SN-38,NCIH2228,-2.178999
48267,Sabutoclax,NCIH2228,-0.699829
48268,Sapitinib,NCIH2228,4.25258
48269,Savolitinib,NCIH2228,3.185019
48270,Schweinfurthin A,NCIH2228,4.432817
48271,Selumetinib,NCIH2228,5.122288
48272,Sepantronium bromide,NCIH2228,-2.686342
48273,Serdemetan,NCIH2228,2.598013
48274,Sinularin,NCIH2228,5.449024
48275,Sorafenib,NCIH2228,3.620614
48276,Staurosporine,NCIH2228,-1.876254
48277,Talazoparib,NCIH2228,3.017916
48278,Tamoxifen,NCIH2228,5.29088
48279,Tanespimycin,NCIH2228,-0.893264
48280,Taselisib,NCIH2228,1.235209
48281,Telomerase Inhibitor IX,NCIH2228,2.438926
48282,Temozolomide,NCIH2228,7.649378
48283,Temsirolimus,NCIH2228,1.25857
48284,Teniposide,NCIH2228,0.530535
48285,Topotecan,NCIH2228,-0.429309
48286,Trametinib,NCIH2228,-0.566433
48287,UMI-77,NCIH2228,5.618933
48288,UNC0379,NCIH2228,3.831909
48289,UNC0638,NCIH2228,4.888246
48290,Ulixertinib,NCIH2228,3.395049
48291,Uprosertib,NCIH2228,2.404481
48292,VE-822,NCIH2228,4.139256
48293,VE821,NCIH2228,6.532569
48294,VX-11e,NCIH2228,3.711272
48295,Veliparib,NCIH2228,5.840194
48296,Vinblastine,NCIH2228,-0.663066
48297,Vincristine,NCIH2228,0.851
48298,Vinorelbine,NCIH2228,0.253158
48299,Vismodegib,NCIH2228,6.50576
48300,Vorinostat,NCIH2228,2.334577
48301,WEHI-539,NCIH2228,4.547011
48302,WIKI4,NCIH2228,3.004243
48303,WZ4003,NCIH2228,3.776361
48304,Wee1 Inhibitor,NCIH2228,4.953997
48305,Wnt-C59,NCIH2228,5.863181
48306,XAV939,NCIH2228,3.195765
48307,YK-4-279,NCIH2228,3.435987
48308,ZM447439,NCIH2228,2.684147
48309,Zoledronate,NCIH2228,5.575182
48310,alpha-lipoic acid,NCIH2228,7.279904
48311,glutathione,NCIH2228,10.213456
48312,5-Fluorouracil,NCIH1666,4.206164
48313,5-azacytidine,NCIH1666,4.405617
48314,A-366,NCIH1666,6.786819
48315,ABT737,NCIH1666,5.169607
48316,AGI-6780,NCIH1666,5.533128
48317,AGK2,NCIH1666,4.382037
48318,AT13148,NCIH1666,6.307931
48319,AZ6102,NCIH1666,1.977374
48320,AZ960,NCIH1666,3.306343
48321,AZD1208,NCIH1666,6.845525
48322,AZD1332,NCIH1666,5.86186
48323,AZD2014,NCIH1666,2.972487
48324,AZD3759,NCIH1666,0.379543
48325,AZD4547,NCIH1666,4.156504
48326,AZD5153,NCIH1666,2.521896
48327,AZD5363,NCIH1666,3.609089
48328,AZD5438,NCIH1666,4.626928
48329,AZD5582,NCIH1666,2.838705
48330,AZD5991,NCIH1666,6.894799
48331,AZD6738,NCIH1666,4.214665
48332,AZD7762,NCIH1666,1.518815
48333,AZD8055,NCIH1666,1.23679
48334,AZD8186,NCIH1666,2.255092
48335,Acetalax,NCIH1666,7.785382
48336,Afatinib,NCIH1666,-0.504518
48337,Afuresertib,NCIH1666,2.619849
48338,Alisertib,NCIH1666,2.491163
48339,Alpelisib,NCIH1666,2.695174
48340,Avagacestat,NCIH1666,6.572121
48341,BI-2536,NCIH1666,1.142936
48342,BIBR-1532,NCIH1666,6.994303
48343,BMS-345541,NCIH1666,5.630503
48344,BMS-536924,NCIH1666,0.657195
48345,BMS-754807,NCIH1666,4.056948
48346,Bleomycin,NCIH1666,3.474797
48347,Bleomycin (50 uM),NCIH1666,4.944894
48348,Bortezomib,NCIH1666,-3.273361
48349,Bosutinib,NCIH1666,2.419058
48350,Bromosporine,NCIH1666,1.983921
48351,CCT007093,NCIH1666,6.960979
48352,CZC24832,NCIH1666,5.553564
48353,Camptothecin,NCIH1666,-1.274584
48354,Carmustine,NCIH1666,6.350638
48355,Cediranib,NCIH1666,1.681758
48356,Cisplatin,NCIH1666,5.922199
48357,Cyclophosphamide,NCIH1666,6.969203
48358,Cytarabine,NCIH1666,3.558199
48359,Dabrafenib,NCIH1666,5.529867
48360,Dacarbazine,NCIH1666,7.221419
48361,Dactinomycin,NCIH1666,-3.59994
48362,Dactolisib,NCIH1666,-0.430436
48363,Daporinad,NCIH1666,0.402132
48364,Dasatinib,NCIH1666,0.383809
48365,Dihydrorotenone,NCIH1666,-0.524606
48366,Dinaciclib,NCIH1666,-1.986323
48367,Docetaxel,NCIH1666,-3.048537
48368,Doramapimod,NCIH1666,7.106891
48369,EHT-1864,NCIH1666,4.487872
48370,EPZ004777,NCIH1666,6.686603
48371,EPZ5676,NCIH1666,7.220577
48372,Elephantin,NCIH1666,3.383326
48373,Entospletinib,NCIH1666,3.930629
48374,Epirubicin,NCIH1666,-0.702755
48375,Erlotinib,NCIH1666,0.331846
48376,Fludarabine,NCIH1666,6.08733
48377,Foretinib,NCIH1666,2.681188
48378,Fulvestrant,NCIH1666,5.04681
48379,GDC0810,NCIH1666,6.407191
48380,GSK-LSD1,NCIH1666,3.995174
48381,GSK1904529A,NCIH1666,6.604817
48382,GSK2110183B,NCIH1666,4.414952
48383,GSK2578215A,NCIH1666,6.358129
48384,GSK2801,NCIH1666,6.215313
48385,GSK2830371,NCIH1666,7.123522
48386,GSK343,NCIH1666,5.173736
48387,GSK591,NCIH1666,6.266003
48388,GW441756,NCIH1666,4.751359
48389,Gefitinib,NCIH1666,0.570446
48390,I-BRD9,NCIH1666,4.119584
48391,ICL-SIRT078,NCIH1666,6.391726
48392,IWP-2,NCIH1666,4.662074
48393,Ibrutinib,NCIH1666,3.194353
48394,Ipatasertib,NCIH1666,4.436457
48395,Irinotecan,NCIH1666,3.650842
48396,JNK Inhibitor VIII,NCIH1666,6.813613
48397,JQ1,NCIH1666,2.784684
48398,KRAS (G12C) Inhibitor-12,NCIH1666,4.856588
48399,KU-55933,NCIH1666,5.431642
48400,L-Oxonoreleagnine,NCIH1666,4.753379
48401,LCL161,NCIH1666,5.738091
48402,LGK974,NCIH1666,4.860874
48403,LJI308,NCIH1666,6.56491
48404,LMP744,NCIH1666,2.024128
48405,LY2109761,NCIH1666,6.673245
48406,Lapatinib,NCIH1666,1.180868
48407,Leflunomide,NCIH1666,6.122348
48408,Lenalidomide,NCIH1666,7.005564
48409,Lestaurtinib,NCIH1666,0.940749
48410,Linsitinib,NCIH1666,3.226116
48411,Luminespib,NCIH1666,-0.919254
48412,MG-132,NCIH1666,-0.750314
48413,MIM1,NCIH1666,4.894568
48414,MIRA-1,NCIH1666,7.086482
48415,MK-1775,NCIH1666,2.176638
48416,MK-2206,NCIH1666,3.176333
48417,MK-8776,NCIH1666,6.421875
48418,ML323,NCIH1666,6.265955
48419,MN-64,NCIH1666,4.917175
48420,Methotrexate,NCIH1666,2.344148
48421,Mirin,NCIH1666,5.471817
48422,Mitoxantrone,NCIH1666,3.393282
48423,Motesanib,NCIH1666,7.123522
48424,Mycophenolic acid,NCIH1666,2.047111
48425,N-acetyl cysteine,NCIH1666,11.970708
48426,NU7441,NCIH1666,4.558934
48427,NVP-ADW742,NCIH1666,2.443598
48428,Navitoclax,NCIH1666,5.440418
48429,Niraparib,NCIH1666,5.956823
48430,OF-1,NCIH1666,4.769213
48431,OTX015,NCIH1666,2.617434
48432,Olaparib,NCIH1666,6.327963
48433,Osimertinib,NCIH1666,0.444636
48434,Oxaliplatin,NCIH1666,4.50555
48435,P22077,NCIH1666,7.053887
48436,PCI-34051,NCIH1666,6.076056
48437,PD0325901,NCIH1666,-1.442234
48438,PD173074,NCIH1666,4.717508
48439,PFI-1,NCIH1666,4.912747
48440,PFI3,NCIH1666,6.261762
48441,PLX-4720,NCIH1666,6.536766
48442,POMHEX,NCIH1666,0.646083
48443,PRIMA-1MET,NCIH1666,5.865394
48444,PRT062607,NCIH1666,2.984991
48445,Paclitaxel,NCIH1666,0.111854
48446,Palbociclib,NCIH1666,3.667236
48447,Pevonedistat,NCIH1666,5.256609
48448,Pictilisib,NCIH1666,0.865551
48449,Podophyllotoxin bromide,NCIH1666,0.94567
48450,Pyridostatin,NCIH1666,4.674504
48451,RVX-208,NCIH1666,4.861993
48452,Rapamycin,NCIH1666,-3.059686
48453,Refametinib,NCIH1666,-0.251384
48454,Ribociclib,NCIH1666,5.46161
48455,Rucaparib,NCIH1666,5.136608
48456,Ruxolitinib,NCIH1666,6.389215
48457,SB216763,NCIH1666,6.817534
48458,SCH772984,NCIH1666,0.938997
48459,SGC-CBP30,NCIH1666,4.031693
48460,SGC0946,NCIH1666,3.058288
48461,SN-38,NCIH1666,-3.876376
48462,Sabutoclax,NCIH1666,-0.872562
48463,Sapitinib,NCIH1666,-0.369462
48464,Savolitinib,NCIH1666,3.178148
48465,Schweinfurthin A,NCIH1666,2.623121
48466,Selumetinib,NCIH1666,1.127664
48467,Sepantronium bromide,NCIH1666,-2.926598
48468,Serdemetan,NCIH1666,5.24619
48469,Sinularin,NCIH1666,4.674847
48470,Sorafenib,NCIH1666,4.634444
48471,Staurosporine,NCIH1666,-2.278315
48472,TW 37,NCIH1666,2.909337
48473,Talazoparib,NCIH1666,4.653973
48474,Tamoxifen,NCIH1666,3.713168
48475,Tanespimycin,NCIH1666,-1.224762
48476,Taselisib,NCIH1666,0.49825
48477,Telomerase Inhibitor IX,NCIH1666,2.285969
48478,Temozolomide,NCIH1666,8.543561
48479,Temsirolimus,NCIH1666,1.799814
48480,Teniposide,NCIH1666,1.92209
48481,Topotecan,NCIH1666,0.773025
48482,Trametinib,NCIH1666,-2.551
48483,UMI-77,NCIH1666,4.365942
48484,UNC0379,NCIH1666,4.586591
48485,UNC0638,NCIH1666,5.230536
48486,Ulixertinib,NCIH1666,1.503515
48487,Uprosertib,NCIH1666,3.326112
48488,VE-822,NCIH1666,6.104102
48489,VE821,NCIH1666,7.068283
48490,VX-11e,NCIH1666,1.608001
48491,Veliparib,NCIH1666,6.844759
48492,Vinblastine,NCIH1666,-1.318788
48493,Vincristine,NCIH1666,0.098737
48494,Vinorelbine,NCIH1666,-1.52973
48495,Vismodegib,NCIH1666,7.062316
48496,Vorinostat,NCIH1666,1.489081
48497,WEHI-539,NCIH1666,6.50135
48498,WIKI4,NCIH1666,3.764502
48499,WZ4003,NCIH1666,3.669332
48500,Wee1 Inhibitor,NCIH1666,4.711243
48501,Wnt-C59,NCIH1666,5.30482
48502,XAV939,NCIH1666,4.004686
48503,YK-4-279,NCIH1666,4.161727
48504,ZM447439,NCIH1666,6.171666
48505,Zoledronate,NCIH1666,5.356185
48506,alpha-lipoic acid,NCIH1666,9.484542
48507,glutathione,NCIH1666,10.585835
48508,5-Fluorouracil,MESSA,3.512934
48509,5-azacytidine,MESSA,1.838374
48510,A-366,MESSA,4.781555
48511,ABT737,MESSA,2.628976
48512,AGI-6780,MESSA,3.522589
48513,AGK2,MESSA,2.4049
48514,AT13148,MESSA,3.239317
48515,AZ6102,MESSA,2.047057
48516,AZ960,MESSA,1.433816
48517,AZD1332,MESSA,3.035466
48518,AZD2014,MESSA,1.895259
48519,AZD3759,MESSA,2.742309
48520,AZD4547,MESSA,0.349263
48521,AZD5153,MESSA,2.124891
48522,AZD5363,MESSA,1.879097
48523,AZD5438,MESSA,1.289887
48524,AZD5582,MESSA,1.442038
48525,AZD5991,MESSA,3.562347
48526,AZD6738,MESSA,1.900743
48527,AZD7762,MESSA,-0.131757
48528,AZD8055,MESSA,-1.186116
48529,AZD8186,MESSA,2.438123
48530,Acetalax,MESSA,2.353145
48531,Afatinib,MESSA,1.646563
48532,Afuresertib,MESSA,0.682875
48533,Alisertib,MESSA,0.034065
48534,Alpelisib,MESSA,3.509665
48535,Avagacestat,MESSA,5.046171
48536,BI-2536,MESSA,-3.299163
48537,BIBR-1532,MESSA,4.869474
48538,BMS-345541,MESSA,2.72655
48539,BMS-536924,MESSA,2.380133
48540,BMS-754807,MESSA,-0.323507
48541,Bleomycin,MESSA,2.094159
48542,Bleomycin (50 uM),MESSA,2.267082
48543,Bortezomib,MESSA,-5.5692
48544,Bosutinib,MESSA,2.021593
48545,Bromosporine,MESSA,3.232751
48546,CCT007093,MESSA,5.010371
48547,CZC24832,MESSA,5.150025
48548,Camptothecin,MESSA,-2.928409
48549,Carmustine,MESSA,5.578683
48550,Cediranib,MESSA,1.243275
48551,Cisplatin,MESSA,1.761369
48552,Cyclophosphamide,MESSA,4.777784
48553,Cytarabine,MESSA,0.730928
48554,Dabrafenib,MESSA,5.262215
48555,Dacarbazine,MESSA,4.957743
48556,Dactinomycin,MESSA,-4.968889
48557,Dactolisib,MESSA,-2.522174
48558,Dasatinib,MESSA,3.604734
48559,Dihydrorotenone,MESSA,0.089034
48560,Dinaciclib,MESSA,-3.953744
48561,Docetaxel,MESSA,-3.862387
48562,Doramapimod,MESSA,5.472091
48563,EHT-1864,MESSA,3.07484
48564,EPZ004777,MESSA,4.530309
48565,EPZ5676,MESSA,5.745546
48566,Elephantin,MESSA,3.157795
48567,Entospletinib,MESSA,3.635036
48568,Epirubicin,MESSA,-2.494876
48569,Erlotinib,MESSA,2.497982
48570,Fludarabine,MESSA,6.010296
48571,Foretinib,MESSA,0.369144
48572,Fulvestrant,MESSA,3.619267
48573,GDC0810,MESSA,3.406224
48574,GSK-LSD1,MESSA,2.842265
48575,GSK1904529A,MESSA,4.199768
48576,GSK2110183B,MESSA,2.231462
48577,GSK2578215A,MESSA,4.17497
48578,GSK2801,MESSA,5.298165
48579,GSK2830371,MESSA,2.503475
48580,GSK343,MESSA,3.757124
48581,GSK591,MESSA,4.730044
48582,GW441756,MESSA,2.768474
48583,Gefitinib,MESSA,3.573722
48584,I-BRD9,MESSA,4.282731
48585,ICL-SIRT078,MESSA,4.528905
48586,IWP-2,MESSA,3.098805
48587,Ibrutinib,MESSA,4.64383
48588,Ipatasertib,MESSA,1.850939
48589,Irinotecan,MESSA,2.455353
48590,JNK Inhibitor VIII,MESSA,4.784587
48591,JQ1,MESSA,2.930671
48592,KRAS (G12C) Inhibitor-12,MESSA,4.568424
48593,KU-55933,MESSA,4.806091
48594,L-Oxonoreleagnine,MESSA,3.610961
48595,LCL161,MESSA,4.984495
48596,LGK974,MESSA,3.476617
48597,LJI308,MESSA,5.482019
48598,LMP744,MESSA,-0.743109
48599,LY2109761,MESSA,5.208522
48600,Lapatinib,MESSA,3.929133
48601,Leflunomide,MESSA,4.73969
48602,Lenalidomide,MESSA,5.177847
48603,Lestaurtinib,MESSA,-1.546574
48604,Linsitinib,MESSA,4.07296
48605,Luminespib,MESSA,-3.414566
48606,MG-132,MESSA,-2.104069
48607,MIM1,MESSA,1.497262
48608,MIRA-1,MESSA,5.855101
48609,MK-1775,MESSA,-0.464548
48610,MK-2206,MESSA,1.854615
48611,MK-8776,MESSA,2.516351
48612,ML323,MESSA,3.612975
48613,MN-64,MESSA,4.930087
48614,Methotrexate,MESSA,-4.009113
48615,Mirin,MESSA,4.78585
48616,Mitoxantrone,MESSA,-0.613761
48617,Motesanib,MESSA,3.143181
48618,Mycophenolic acid,MESSA,0.983639
48619,N-acetyl cysteine,MESSA,9.733875
48620,NU7441,MESSA,0.385152
48621,NVP-ADW742,MESSA,4.339348
48622,Navitoclax,MESSA,5.232544
48623,Niraparib,MESSA,4.029615
48624,OF-1,MESSA,3.501442
48625,OTX015,MESSA,2.745995
48626,Olaparib,MESSA,3.265384
48627,Osimertinib,MESSA,1.401399
48628,Oxaliplatin,MESSA,2.775934
48629,P22077,MESSA,4.695466
48630,PCI-34051,MESSA,4.88068
48631,PD0325901,MESSA,2.907513
48632,PD173074,MESSA,2.904122
48633,PFI-1,MESSA,3.457386
48634,PFI3,MESSA,5.462663
48635,PLX-4720,MESSA,4.355538
48636,POMHEX,MESSA,1.871885
48637,PRIMA-1MET,MESSA,6.381672
48638,PRT062607,MESSA,4.741651
48639,Paclitaxel,MESSA,-3.003307
48640,Palbociclib,MESSA,2.609129
48641,Pevonedistat,MESSA,-0.962203
48642,Pictilisib,MESSA,0.353727
48643,Podophyllotoxin bromide,MESSA,-1.591366
48644,Pyridostatin,MESSA,2.930528
48645,RVX-208,MESSA,5.211558
48646,Rapamycin,MESSA,-2.934261
48647,Refametinib,MESSA,3.455247
48648,Remodelin,MESSA,4.564289
48649,Ribociclib,MESSA,3.350369
48650,Rucaparib,MESSA,3.95689
48651,Ruxolitinib,MESSA,4.896436
48652,SB216763,MESSA,5.134314
48653,SCH772984,MESSA,3.338812
48654,SGC-CBP30,MESSA,4.697737
48655,SGC0946,MESSA,1.857007
48656,SN-38,MESSA,-2.901704
48657,Sabutoclax,MESSA,-2.457558
48658,Sapitinib,MESSA,5.067257
48659,Savolitinib,MESSA,1.225209
48660,Schweinfurthin A,MESSA,0.086655
48661,Selumetinib,MESSA,4.944968
48662,Sepantronium bromide,MESSA,-5.09959
48663,Serdemetan,MESSA,2.780245
48664,Sinularin,MESSA,4.014799
48665,Sorafenib,MESSA,2.06664
48666,Staurosporine,MESSA,-2.523541
48667,Talazoparib,MESSA,2.136169
48668,Tamoxifen,MESSA,2.939924
48669,Tanespimycin,MESSA,-1.798302
48670,Taselisib,MESSA,0.781728
48671,Telomerase Inhibitor IX,MESSA,0.556637
48672,Temozolomide,MESSA,6.516993
48673,Temsirolimus,MESSA,-2.932107
48674,Teniposide,MESSA,0.499193
48675,Topotecan,MESSA,-0.162328
48676,Trametinib,MESSA,1.428373
48677,UMI-77,MESSA,3.376123
48678,UNC0379,MESSA,2.479063
48679,UNC0638,MESSA,4.690297
48680,Ulixertinib,MESSA,2.623843
48681,Uprosertib,MESSA,1.704852
48682,VE-822,MESSA,2.92064
48683,VE821,MESSA,4.345272
48684,VX-11e,MESSA,4.565452
48685,Veliparib,MESSA,5.041783
48686,Vinblastine,MESSA,-4.64187
48687,Vincristine,MESSA,-2.152033
48688,Vinorelbine,MESSA,-2.960926
48689,Vismodegib,MESSA,4.483644
48690,Vorinostat,MESSA,1.844461
48691,WEHI-539,MESSA,4.984733
48692,WIKI4,MESSA,2.046341
48693,WZ4003,MESSA,3.87127
48694,Wee1 Inhibitor,MESSA,2.236162
48695,Wnt-C59,MESSA,4.587193
48696,XAV939,MESSA,4.778694
48697,YK-4-279,MESSA,1.661283
48698,ZM447439,MESSA,4.189218
48699,Zoledronate,MESSA,3.8501
48700,alpha-lipoic acid,MESSA,7.61237
48701,glutathione,MESSA,9.641718
48702,5-Fluorouracil,MELHO,3.708885
48703,ABT737,MELHO,2.034325
48704,AGI-6780,MELHO,5.238263
48705,AGK2,MELHO,3.889162
48706,AT13148,MELHO,4.115056
48707,AZ6102,MELHO,3.097131
48708,AZ960,MELHO,3.972751
48709,AZD3759,MELHO,2.132098
48710,AZD4547,MELHO,2.436702
48711,AZD5363,MELHO,1.787124
48712,AZD5582,MELHO,2.38472
48713,AZD6482,MELHO,2.622379
48714,AZD6738,MELHO,2.539206
48715,AZD7762,MELHO,1.658885
48716,AZD8186,MELHO,1.673698
48717,Afatinib,MELHO,3.221465
48718,Afuresertib,MELHO,0.944745
48719,Alisertib,MELHO,4.045629
48720,Alpelisib,MELHO,3.67489
48721,Avagacestat,MELHO,3.324628
48722,BI-2536,MELHO,0.885203
48723,BIBR-1532,MELHO,5.020275
48724,BMS-345541,MELHO,3.30947
48725,BMS-536924,MELHO,3.752065
48726,BMS-754807,MELHO,4.812364
48727,BX795,MELHO,2.780738
48728,Bicalutamide,MELHO,5.285949
48729,Bortezomib,MELHO,-4.671841
48730,Bosutinib,MELHO,3.204277
48731,CCT-018159,MELHO,4.460229
48732,CCT007093,MELHO,3.650961
48733,CHIR-99021,MELHO,5.588441
48734,CZC24832,MELHO,5.477312
48735,Camptothecin,MELHO,-1.189563
48736,Cediranib,MELHO,2.035215
48737,Cyclophosphamide,MELHO,5.584153
48738,Dabrafenib,MELHO,-2.618384
48739,Dactinomycin,MELHO,-5.404793
48740,Dactolisib,MELHO,-2.508804
48741,Daporinad,MELHO,-2.525563
48742,Dasatinib,MELHO,2.858769
48743,Dinaciclib,MELHO,-3.510135
48744,Docetaxel,MELHO,-4.138069
48745,Doramapimod,MELHO,2.977872
48746,EHT-1864,MELHO,3.85666
48747,EPZ004777,MELHO,5.23737
48748,EPZ5676,MELHO,5.047629
48749,Elesclomol,MELHO,1.015164
48750,Entospletinib,MELHO,4.298704
48751,Epirubicin,MELHO,-0.55256
48752,Erlotinib,MELHO,4.13645
48753,Foretinib,MELHO,0.861594
48754,Fulvestrant,MELHO,3.28031
48755,GDC0810,MELHO,5.582097
48756,GSK1904529A,MELHO,5.006471
48757,GSK2578215A,MELHO,3.643487
48758,GSK269962A,MELHO,3.443663
48759,GSK343,MELHO,2.272413
48760,GSK591,MELHO,4.254039
48761,GW441756,MELHO,3.939738
48762,Gefitinib,MELHO,3.266919
48763,I-BRD9,MELHO,4.369261
48764,IOX2,MELHO,2.137313
48765,IWP-2,MELHO,2.906249
48766,Ibrutinib,MELHO,2.856753
48767,Ipatasertib,MELHO,2.489257
48768,Irinotecan,MELHO,2.970761
48769,JNK Inhibitor VIII,MELHO,4.30285
48770,JQ1,MELHO,2.365589
48771,KRAS (G12C) Inhibitor-12,MELHO,5.804674
48772,KU-55933,MELHO,5.588441
48773,LCL161,MELHO,3.354953
48774,LGK974,MELHO,4.293104
48775,LJI308,MELHO,3.663888
48776,LY2109761,MELHO,2.716966
48777,Lapatinib,MELHO,1.996817
48778,Leflunomide,MELHO,5.038538
48779,Lenalidomide,MELHO,5.361361
48780,Lestaurtinib,MELHO,0.90338
48781,Linsitinib,MELHO,5.132627
48782,Luminespib,MELHO,-1.210026
48783,MG-132,MELHO,-1.254656
48784,MIRA-1,MELHO,5.588441
48785,MK-1775,MELHO,3.49089
48786,MK-2206,MELHO,1.013162
48787,MK-8776,MELHO,4.261844
48788,ML323,MELHO,4.654013
48789,MN-64,MELHO,4.266769
48790,Methotrexate,MELHO,1.094012
48791,Mirin,MELHO,4.91527
48792,Motesanib,MELHO,5.316197
48793,NU7441,MELHO,1.332654
48794,NVP-ADW742,MELHO,1.66704
48795,Navitoclax,MELHO,1.481713
48796,Niraparib,MELHO,4.680373
48797,OF-1,MELHO,5.328045
48798,OTX015,MELHO,2.162751
48799,Olaparib,MELHO,5.751696
48800,Osimertinib,MELHO,1.10482
48801,Oxaliplatin,MELHO,3.925523
48802,P22077,MELHO,3.168811
48803,PCI-34051,MELHO,2.817934
48804,PD0325901,MELHO,-3.691174
48805,PD173074,MELHO,2.919643
48806,PF-4708671,MELHO,4.018975
48807,PFI-1,MELHO,4.281809
48808,PFI3,MELHO,5.588441
48809,PLX-4720,MELHO,-0.426652
48810,PRIMA-1MET,MELHO,2.817719
48811,PRT062607,MELHO,1.816976
48812,Paclitaxel,MELHO,-2.181395
48813,Palbociclib,MELHO,3.146762
48814,Pevonedistat,MELHO,0.731859
48815,Pictilisib,MELHO,0.687292
48816,Piperlongumine,MELHO,1.338582
48817,Pyridostatin,MELHO,4.009383
48818,RVX-208,MELHO,4.3823
48819,Rapamycin,MELHO,-2.90717
48820,Refametinib,MELHO,-1.98583
48821,Ribociclib,MELHO,4.128776
48822,Rucaparib,MELHO,4.538107
48823,Ruxolitinib,MELHO,5.22818
48824,SB216763,MELHO,5.584388
48825,SB505124,MELHO,4.267101
48826,SCH772984,MELHO,-1.604676
48827,SGC0946,MELHO,2.346415
48828,SL0101,MELHO,4.009959
48829,SN-38,MELHO,-1.383431
48830,Sabutoclax,MELHO,0.534059
48831,Sapitinib,MELHO,3.625786
48832,Savolitinib,MELHO,3.285856
48833,Selumetinib,MELHO,-1.354479
48834,Sepantronium bromide,MELHO,-1.481175
48835,Serdemetan,MELHO,2.394621
48836,Sorafenib,MELHO,2.446123
48837,Staurosporine,MELHO,-1.033569
48838,Talazoparib,MELHO,3.516733
48839,Tamoxifen,MELHO,4.029826
48840,Tanespimycin,MELHO,1.370288
48841,Taselisib,MELHO,1.449395
48842,Telomerase Inhibitor IX,MELHO,1.317913
48843,Temozolomide,MELHO,4.954786
48844,Temsirolimus,MELHO,-0.868215
48845,Tozasertib,MELHO,2.885744
48846,Trametinib,MELHO,-5.003693
48847,Ulixertinib,MELHO,-0.094543
48848,Uprosertib,MELHO,1.401059
48849,VE-822,MELHO,3.173162
48850,VE821,MELHO,3.711164
