,drug,cell_line,IC50
54843,Podophyllotoxin bromide,CAL33,-1.91487
54844,Pyridostatin,CAL33,2.484811
54845,RO-3306,CAL33,1.903542
54846,RVX-208,CAL33,5.514132
54847,Refametinib,CAL33,2.103026
54848,Ribociclib,CAL33,3.89804
54849,Romidepsin,CAL33,-5.536025
54850,Rucaparib,CAL33,3.3817
54851,Ruxolitinib,CAL33,5.037577
54852,SB216763,CAL33,4.388976
54853,SB590885,CAL33,4.700563
54854,SCH772984,CAL33,2.364493
54855,SGC-CBP30,CAL33,4.826985
54856,SGC0946,CAL33,2.290882
54857,SN-38,CAL33,-5.495123
54858,Sabutoclax,CAL33,-1.258989
54859,Sapitinib,CAL33,1.188854
54860,Savolitinib,CAL33,1.348961
54861,Schweinfurthin A,CAL33,-1.178564
54862,Selumetinib,CAL33,2.997441
54863,Sepantronium bromide,CAL33,-3.40898
54864,Serdemetan,CAL33,3.702305
54865,Sinularin,CAL33,2.95559
54866,Sorafenib,CAL33,3.490628
54867,Talazoparib,CAL33,1.721368
54868,Tamoxifen,CAL33,3.418638
54869,Tanespimycin,CAL33,0.629301
54870,Telomerase Inhibitor IX,CAL33,0.374904
54871,Temsirolimus,CAL33,1.237412
54872,Teniposide,CAL33,-2.139528
54873,Topotecan,CAL33,-2.120926
54874,Trametinib,CAL33,0.522861
54875,UMI-77,CAL33,1.556366
54876,UNC0379,CAL33,4.825017
54877,UNC0638,CAL33,4.601942
54878,Ulixertinib,CAL33,2.672031
54879,Uprosertib,CAL33,2.465733
54880,VE-822,CAL33,2.537714
54881,VX-11e,CAL33,3.224504
54882,Veliparib,CAL33,5.284573
54883,Venetoclax,CAL33,2.053859
54884,Vinblastine,CAL33,-5.528883
54885,Vincristine,CAL33,-3.616546
54886,Vinorelbine,CAL33,-4.784197
54887,Vismodegib,CAL33,4.882106
54888,Vorinostat,CAL33,2.397819
54889,WEHI-539,CAL33,3.294507
54890,WIKI4,CAL33,3.257181
54891,WZ4003,CAL33,5.105707
54892,Wnt-C59,CAL33,4.714477
54893,XAV939,CAL33,3.331983
54894,YK-4-279,CAL33,1.175516
54895,ZM447439,CAL33,0.309809
54896,Zoledronate,CAL33,3.861601
54897,alpha-lipoic acid,CAL33,7.825356
54898,glutathione,CAL33,7.932714
54899,5-Fluorouracil,NCIH2030,4.295079
54900,ABT737,NCIH2030,3.243552
54901,AGI-5198,NCIH2030,4.922234
54902,AGI-6780,NCIH2030,5.692944
54903,AMG-319,NCIH2030,3.472346
54904,AT13148,NCIH2030,2.128713
54905,AZ6102,NCIH2030,2.244926
54906,AZ960,NCIH2030,1.35986
54907,AZD3759,NCIH2030,0.420572
54908,AZD4547,NCIH2030,3.345039
54909,AZD5363,NCIH2030,3.044223
54910,AZD5582,NCIH2030,2.740256
54911,AZD6482,NCIH2030,3.071483
54912,AZD6738,NCIH2030,2.198543
54913,AZD7762,NCIH2030,0.546062
54914,AZD8186,NCIH2030,1.934381
54915,Afatinib,NCIH2030,1.017098
54916,Alisertib,NCIH2030,2.967628
54917,Alpelisib,NCIH2030,3.107466
54918,Avagacestat,NCIH2030,5.040941
54919,Axitinib,NCIH2030,3.509138
54920,BI-2536,NCIH2030,-1.363245
54921,BIBR-1532,NCIH2030,4.891057
54922,BMS-345541,NCIH2030,2.256148
54923,BMS-536924,NCIH2030,1.662763
54924,BMS-754807,NCIH2030,2.322686
54925,BX795,NCIH2030,3.267148
54926,Bicalutamide,NCIH2030,4.012508
54927,Bortezomib,NCIH2030,-4.850061
54928,Bosutinib,NCIH2030,1.46481
54929,Buparlisib,NCIH2030,1.457537
54930,CCT-018159,NCIH2030,2.702754
54931,CCT007093,NCIH2030,4.698969
54932,CHIR-99021,NCIH2030,5.779237
54933,CZC24832,NCIH2030,5.0828
54934,Cediranib,NCIH2030,1.53284
54935,Crizotinib,NCIH2030,2.238136
54936,Cyclophosphamide,NCIH2030,5.898704
54937,Dabrafenib,NCIH2030,4.510931
54938,Dactinomycin,NCIH2030,-3.817984
54939,Dactolisib,NCIH2030,-2.255209
54940,Daporinad,NCIH2030,-4.351729
54941,Dasatinib,NCIH2030,-1.548406
54942,Dinaciclib,NCIH2030,-2.669349
54943,EHT-1864,NCIH2030,3.972163
54944,EPZ5676,NCIH2030,5.93098
54945,Elesclomol,NCIH2030,1.910491
54946,Entinostat,NCIH2030,2.542392
54947,Entospletinib,NCIH2030,2.874022
54948,Erlotinib,NCIH2030,1.936319
54949,Foretinib,NCIH2030,0.643663
54950,Fulvestrant,NCIH2030,3.881415
54951,GDC0810,NCIH2030,6.111173
54952,GNE-317,NCIH2030,-0.087565
54953,GSK1904529A,NCIH2030,4.579234
54954,GSK2578215A,NCIH2030,4.38251
54955,GSK2606414,NCIH2030,3.936893
54956,GSK269962A,NCIH2030,3.044017
54957,GSK343,NCIH2030,3.64292
54958,GSK591,NCIH2030,2.75185
54959,GW441756,NCIH2030,3.456437
54960,Gefitinib,NCIH2030,3.187118
54961,Gemcitabine,NCIH2030,3.314976
54962,I-BET-762,NCIH2030,3.442372
54963,IOX2,NCIH2030,3.187659
54964,IWP-2,NCIH2030,3.790345
54965,Ibrutinib,NCIH2030,2.129409
54966,Ipatasertib,NCIH2030,3.851018
54967,JNK Inhibitor VIII,NCIH2030,3.722896
54968,JQ1,NCIH2030,1.74786
54969,KRAS (G12C) Inhibitor-12,NCIH2030,5.885277
54970,KU-55933,NCIH2030,4.323281
54971,LCL161,NCIH2030,5.297636
54972,LGK974,NCIH2030,5.434447
54973,LJI308,NCIH2030,4.685364
54974,LY2109761,NCIH2030,4.789134
54975,Lapatinib,NCIH2030,1.954863
54976,Leflunomide,NCIH2030,5.106243
54977,Lenalidomide,NCIH2030,6.180331
54978,Lestaurtinib,NCIH2030,0.574603
54979,Linsitinib,NCIH2030,4.029362
54980,Luminespib,NCIH2030,-2.995718
54981,MG-132,NCIH2030,-1.225562
54982,MK-1775,NCIH2030,1.122212
54983,MK-2206,NCIH2030,1.736045
54984,MK-8776,NCIH2030,4.250889
54985,ML323,NCIH2030,5.016864
54986,MN-64,NCIH2030,3.527698
54987,Methotrexate,NCIH2030,1.667245
54988,Mirin,NCIH2030,4.77056
54989,Motesanib,NCIH2030,5.894353
54990,NU7441,NCIH2030,1.336544
54991,NVP-ADW742,NCIH2030,2.520402
54992,Navitoclax,NCIH2030,2.965572
54993,Nilotinib,NCIH2030,1.863092
54994,Niraparib,NCIH2030,4.736991
54995,Nutlin-3a (-),NCIH2030,5.050476
54996,OF-1,NCIH2030,5.693101
54997,OSI-027,NCIH2030,2.774014
54998,Olaparib,NCIH2030,4.65899
54999,Oxaliplatin,NCIH2030,4.566079
55000,PCI-34051,NCIH2030,4.231405
55001,PD0325901,NCIH2030,1.224654
55002,PD173074,NCIH2030,4.042422
55003,PF-4708671,NCIH2030,3.189727
55004,PFI-1,NCIH2030,5.13802
55005,PFI3,NCIH2030,6.186387
55006,PRIMA-1MET,NCIH2030,4.879446
55007,PRT062607,NCIH2030,2.374612
55008,Paclitaxel,NCIH2030,-3.928645
55009,Palbociclib,NCIH2030,2.814842
55010,Pevonedistat,NCIH2030,1.758337
55011,Picolinici-acid,NCIH2030,6.181329
55012,Pictilisib,NCIH2030,1.249307
55013,Piperlongumine,NCIH2030,3.624546
55014,Pyridostatin,NCIH2030,3.914738
55015,RO-3306,NCIH2030,2.541039
55016,RVX-208,NCIH2030,4.345291
55017,Refametinib,NCIH2030,2.533599
55018,Ribociclib,NCIH2030,3.457798
55019,Rucaparib,NCIH2030,4.605063
55020,Ruxolitinib,NCIH2030,4.224559
55021,SB216763,NCIH2030,5.937378
55022,SB505124,NCIH2030,6.186387
55023,SB590885,NCIH2030,5.49324
55024,SCH772984,NCIH2030,3.033016
55025,SGC0946,NCIH2030,2.840194
55026,SL0101,NCIH2030,5.447787
55027,SN-38,NCIH2030,-1.111296
55028,Sabutoclax,NCIH2030,-0.779807
55029,Sapitinib,NCIH2030,2.022331
55030,Savolitinib,NCIH2030,3.838008
55031,Selumetinib,NCIH2030,2.734581
55032,Sepantronium bromide,NCIH2030,-3.743559
55033,Serdemetan,NCIH2030,4.667043
55034,Sorafenib,NCIH2030,3.02652
55035,Talazoparib,NCIH2030,4.372203
55036,Tamoxifen,NCIH2030,6.175279
55037,Tanespimycin,NCIH2030,-1.246803
55038,Telomerase Inhibitor IX,NCIH2030,0.567381
55039,Temsirolimus,NCIH2030,0.04383
55040,Tozasertib,NCIH2030,3.443058
55041,Trametinib,NCIH2030,-0.531077
55042,Tretinoin,NCIH2030,4.970394
55043,Ulixertinib,NCIH2030,2.78133
55044,Uprosertib,NCIH2030,3.885537
55045,VE-822,NCIH2030,2.36565
55046,VX-11e,NCIH2030,1.837663
55047,Veliparib,NCIH2030,6.014231
55048,Venetoclax,NCIH2030,3.876571
55049,Vinorelbine,NCIH2030,-2.505915
55050,Vismodegib,NCIH2030,4.159793
55051,Vorinostat,NCIH2030,2.647385
55052,WEHI-539,NCIH2030,5.208596
55053,WIKI4,NCIH2030,2.628611
55054,WZ4003,NCIH2030,6.117722
55055,Wnt-C59,NCIH2030,5.344953
55056,XAV939,NCIH2030,3.188326
55057,YK-4-279,NCIH2030,3.231805
55058,ZM447439,NCIH2030,2.630817
55059,5-Fluorouracil,UMUC3,5.708207
55060,5-azacytidine,UMUC3,1.328481
55061,A-366,UMUC3,4.236336
55062,ABT737,UMUC3,3.610614
55063,AGI-5198,UMUC3,4.742931
55064,AMG-319,UMUC3,5.068188
55065,AT13148,UMUC3,4.138962
55066,AZ6102,UMUC3,3.053613
55067,AZD3759,UMUC3,2.816463
55068,AZD4547,UMUC3,3.203812
55069,AZD5363,UMUC3,2.590068
55070,AZD6738,UMUC3,3.451952
55071,AZD7762,UMUC3,1.279478
55072,AZD8055,UMUC3,-0.879119
55073,AZD8186,UMUC3,2.935728
55074,Afatinib,UMUC3,2.758926
55075,Alisertib,UMUC3,3.146618
55076,Alpelisib,UMUC3,5.273316
55077,Avagacestat,UMUC3,5.844719
55078,Axitinib,UMUC3,5.038747
55079,BI-2536,UMUC3,0.172652
55080,BIBR-1532,UMUC3,5.696919
55081,BMS-536924,UMUC3,2.851974
55082,BMS-754807,UMUC3,5.117723
55083,Bleomycin (50 uM),UMUC3,3.223776
55084,Bortezomib,UMUC3,-4.123135
55085,Bosutinib,UMUC3,3.143569
55086,Buparlisib,UMUC3,1.150889
55087,CCT007093,UMUC3,4.831819
55088,CPI-637,UMUC3,5.606655
55089,Cediranib,UMUC3,3.657679
55090,Cisplatin,UMUC3,2.935587
55091,Crizotinib,UMUC3,3.512088
55092,Cyclophosphamide,UMUC3,5.055292
55093,Cytarabine,UMUC3,2.582061
55094,Dabrafenib,UMUC3,5.943875
55095,Dactinomycin,UMUC3,-4.735672
55096,Dactolisib,UMUC3,-1.881403
55097,Daporinad,UMUC3,-4.698825
55098,Dasatinib,UMUC3,0.664099
55099,EHT-1864,UMUC3,3.834792
55100,EPZ5676,UMUC3,5.787006
55101,Erlotinib,UMUC3,4.648206
55102,Foretinib,UMUC3,2.039792
55103,Fulvestrant,UMUC3,2.413018
55104,GDC0810,UMUC3,4.435842
55105,GNE-317,UMUC3,0.389767
55106,GSK1904529A,UMUC3,4.6081
55107,GSK2578215A,UMUC3,4.699194
55108,GSK2830371,UMUC3,5.793095
55109,GSK343,UMUC3,6.143728
55110,GSK591,UMUC3,4.956683
55111,GW441756,UMUC3,3.980891
55112,Gefitinib,UMUC3,3.960612
55113,Gemcitabine,UMUC3,-2.915444
55114,ICL-SIRT078,UMUC3,5.656483
55115,Ipatasertib,UMUC3,3.932244
55116,JNK Inhibitor VIII,UMUC3,5.423697
55117,JQ1,UMUC3,5.159044
55118,KU-55933,UMUC3,5.199693
55119,LGK974,UMUC3,5.575498
55120,LJI308,UMUC3,4.616915
55121,Lapatinib,UMUC3,5.137169
55122,Lenalidomide,UMUC3,5.743555
55123,Lestaurtinib,UMUC3,2.764127
55124,Linsitinib,UMUC3,5.355623
55125,Luminespib,UMUC3,-3.728312
55126,MG-132,UMUC3,-1.069276
55127,MIM1,UMUC3,3.30299
55128,MK-1775,UMUC3,1.508662
55129,MK-2206,UMUC3,3.493477
55130,MK-8776,UMUC3,4.544952
55131,Methotrexate,UMUC3,0.697619
55132,Motesanib,UMUC3,5.793095
55133,Mycophenolic acid,UMUC3,1.666914
55134,N-acetyl cysteine,UMUC3,10.666896
55135,NU7441,UMUC3,3.397485
55136,NVP-ADW742,UMUC3,4.824379
55137,Navitoclax,UMUC3,3.702977
55138,Nilotinib,UMUC3,4.699651
55139,Nutlin-3a (-),UMUC3,6.287248
55140,OSI-027,UMUC3,3.126241
55141,Obatoclax Mesylate,UMUC3,2.951625
55142,Olaparib,UMUC3,5.340192
55143,Oxaliplatin,UMUC3,5.253725
55144,PD0325901,UMUC3,2.291098
55145,PD173074,UMUC3,5.367116
55146,PFI-1,UMUC3,3.621348
55147,POMHEX,UMUC3,1.591641
55148,Paclitaxel,UMUC3,-3.663354
55149,Palbociclib,UMUC3,4.718842
55150,Pevonedistat,UMUC3,-1.44265
55151,Pictilisib,UMUC3,1.515707
55152,Pyridostatin,UMUC3,3.680182
55153,RO-3306,UMUC3,3.807647
55154,Refametinib,UMUC3,3.661515
55155,Ribociclib,UMUC3,3.684456
55156,Rucaparib,UMUC3,4.442262
55157,SB216763,UMUC3,5.28544
55158,SB590885,UMUC3,5.093084
55159,SCH772984,UMUC3,3.829071
55160,SGC0946,UMUC3,2.71145
55161,SN-38,UMUC3,3.992355
55162,Sapitinib,UMUC3,4.4965
55163,Savolitinib,UMUC3,3.174147
55164,Selumetinib,UMUC3,4.910686
55165,Sepantronium bromide,UMUC3,-4.199929
55166,Serdemetan,UMUC3,5.412684
55167,Sorafenib,UMUC3,2.535827
55168,TW 37,UMUC3,1.186942
55169,Talazoparib,UMUC3,2.869906
55170,Tamoxifen,UMUC3,4.024039
55171,Tanespimycin,UMUC3,-0.213214
55172,Telomerase Inhibitor IX,UMUC3,0.033356
55173,Temsirolimus,UMUC3,2.333802
55174,Trametinib,UMUC3,2.242455
55175,UMI-77,UMUC3,2.191154
55176,UNC0379,UMUC3,5.720629
55177,UNC0638,UMUC3,4.360678
55178,Ulixertinib,UMUC3,4.56481
55179,Uprosertib,UMUC3,4.150975
55180,VX-11e,UMUC3,3.96195
55181,Veliparib,UMUC3,4.98733
55182,Venetoclax,UMUC3,2.231452
55183,Vinblastine,UMUC3,-4.098639
55184,Vinorelbine,UMUC3,-3.073182
55185,Vismodegib,UMUC3,4.807221
55186,Vorinostat,UMUC3,2.879797
55187,WEHI-539,UMUC3,5.263414
55188,WIKI4,UMUC3,5.438992
55189,YK-4-279,UMUC3,1.842195
55190,ZM447439,UMUC3,5.537087
55191,alpha-lipoic acid,UMUC3,8.026757
55192,glutathione,UMUC3,9.681349
55193,5-Fluorouracil,KURAMOCHI,6.861192
55194,5-azacytidine,KURAMOCHI,4.444656
55195,A-366,KURAMOCHI,6.622963
55196,ABT737,KURAMOCHI,2.587708
55197,AGI-5198,KURAMOCHI,5.313809
55198,AGI-6780,KURAMOCHI,4.147679
55199,AMG-319,KURAMOCHI,5.392893
55200,AT13148,KURAMOCHI,5.082106
55201,AZ6102,KURAMOCHI,4.058441
55202,AZ960,KURAMOCHI,3.397451
55203,AZD1208,KURAMOCHI,6.432104
55204,AZD2014,KURAMOCHI,4.114756
55205,AZD3759,KURAMOCHI,2.893818
55206,AZD4547,KURAMOCHI,4.873848
55207,AZD5153,KURAMOCHI,0.961381
55208,AZD5363,KURAMOCHI,3.686331
55209,AZD5582,KURAMOCHI,1.029755
55210,AZD5991,KURAMOCHI,6.419085
55211,AZD6738,KURAMOCHI,3.715819
55212,AZD7762,KURAMOCHI,1.349015
55213,AZD8055,KURAMOCHI,0.973225
55214,AZD8186,KURAMOCHI,3.799672
55215,Acetalax,KURAMOCHI,6.426199
55216,Afatinib,KURAMOCHI,2.321747
55217,Alisertib,KURAMOCHI,3.933321
55218,Alpelisib,KURAMOCHI,4.961485
55219,Avagacestat,KURAMOCHI,4.915433
55220,Axitinib,KURAMOCHI,5.832381
55221,BI-2536,KURAMOCHI,0.916276
55222,BIBR-1532,KURAMOCHI,5.335525
55223,BMS-345541,KURAMOCHI,4.828788
55224,BMS-536924,KURAMOCHI,3.410153
55225,BMS-754807,KURAMOCHI,6.22207
55226,Bleomycin,KURAMOCHI,4.128749
55227,Bleomycin (50 uM),KURAMOCHI,5.286263
55228,Bortezomib,KURAMOCHI,-3.735878
55229,Bosutinib,KURAMOCHI,2.899674
55230,Bromosporine,KURAMOCHI,1.616204
55231,Buparlisib,KURAMOCHI,3.092525
55232,CCT007093,KURAMOCHI,6.130897
55233,CPI-637,KURAMOCHI,4.008706
55234,CZC24832,KURAMOCHI,5.771294
55235,Carmustine,KURAMOCHI,7.095464
55236,Cediranib,KURAMOCHI,4.062648
55237,Cisplatin,KURAMOCHI,4.37531
55238,Crizotinib,KURAMOCHI,4.840878
55239,Cyclophosphamide,KURAMOCHI,5.764968
55240,Cytarabine,KURAMOCHI,5.002302
55241,Dabrafenib,KURAMOCHI,6.598871
55242,Dacarbazine,KURAMOCHI,5.439376
55243,Dactinomycin,KURAMOCHI,-1.59213
55244,Dactolisib,KURAMOCHI,1.446242
55245,Daporinad,KURAMOCHI,-4.879263
55246,Dasatinib,KURAMOCHI,-0.909137
55247,Dihydrorotenone,KURAMOCHI,1.021412
55248,Dinaciclib,KURAMOCHI,-0.621408
55249,EHT-1864,KURAMOCHI,3.964019
55250,EPZ5676,KURAMOCHI,6.892214
55251,Elephantin,KURAMOCHI,4.627218
55252,Entinostat,KURAMOCHI,4.995155
55253,Entospletinib,KURAMOCHI,4.649497
55254,Erlotinib,KURAMOCHI,3.629059
55255,Fludarabine,KURAMOCHI,6.614095
55256,Foretinib,KURAMOCHI,3.135725
55257,Fulvestrant,KURAMOCHI,4.795935
55258,GDC0810,KURAMOCHI,5.729273
55259,GNE-317,KURAMOCHI,2.142962
55260,GSK-LSD1,KURAMOCHI,3.993752
55261,GSK1904529A,KURAMOCHI,5.57691
55262,GSK2110183B,KURAMOCHI,5.061309
55263,GSK2578215A,KURAMOCHI,5.762599
55264,GSK2606414,KURAMOCHI,5.059819
55265,GSK2801,KURAMOCHI,5.635022
55266,GSK2830371,KURAMOCHI,6.626829
55267,GSK343,KURAMOCHI,4.960096
55268,GSK591,KURAMOCHI,6.297757
55269,GW441756,KURAMOCHI,4.35976
55270,Gallibiscoquinazole,KURAMOCHI,4.19752
55271,Gefitinib,KURAMOCHI,4.810921
55272,Gemcitabine,KURAMOCHI,5.374846
55273,I-BET-762,KURAMOCHI,2.722163
55274,ICL-SIRT078,KURAMOCHI,6.557463
55275,IWP-2,KURAMOCHI,3.460481
55276,Ibrutinib,KURAMOCHI,5.625591
55277,Ipatasertib,KURAMOCHI,5.02595
55278,JNK Inhibitor VIII,KURAMOCHI,6.108354
55279,JQ1,KURAMOCHI,1.651467
55280,KRAS (G12C) Inhibitor-12,KURAMOCHI,4.635498
55281,KU-55933,KURAMOCHI,5.823151
55282,L-Oxonoreleagnine,KURAMOCHI,3.578283
55283,LCL161,KURAMOCHI,5.572468
55284,LGK974,KURAMOCHI,4.728538
55285,LJI308,KURAMOCHI,6.290621
55286,LMP744,KURAMOCHI,2.195968
55287,LY2109761,KURAMOCHI,6.438339
55288,Lapatinib,KURAMOCHI,4.096573
55289,Leflunomide,KURAMOCHI,5.579871
55290,Lenalidomide,KURAMOCHI,5.400561
55291,Lestaurtinib,KURAMOCHI,2.057944
55292,Linsitinib,KURAMOCHI,5.456656
55293,Luminespib,KURAMOCHI,0.20923
55294,MG-132,KURAMOCHI,-0.874625
55295,MIM1,KURAMOCHI,4.419747
55296,MK-1775,KURAMOCHI,0.401252
55297,MK-2206,KURAMOCHI,3.706674
55298,MK-8776,KURAMOCHI,4.808485
55299,ML323,KURAMOCHI,4.920385
55300,MN-64,KURAMOCHI,6.43091
55301,Methotrexate,KURAMOCHI,1.321268
55302,Mirin,KURAMOCHI,5.770972
55303,Mitoxantrone,KURAMOCHI,4.59157
55304,Motesanib,KURAMOCHI,6.597725
55305,Mycophenolic acid,KURAMOCHI,5.74485
55306,N-acetyl cysteine,KURAMOCHI,10.920871
55307,NU7441,KURAMOCHI,3.535739
55308,NVP-ADW742,KURAMOCHI,5.055563
55309,Navitoclax,KURAMOCHI,4.065988
55310,Nelarabine,KURAMOCHI,7.238201
55311,Nilotinib,KURAMOCHI,5.574555
55312,Niraparib,KURAMOCHI,5.662457
55313,Nutlin-3a (-),KURAMOCHI,6.804527
55314,OF-1,KURAMOCHI,4.273918
55315,OSI-027,KURAMOCHI,3.594816
55316,Obatoclax Mesylate,KURAMOCHI,-0.603252
55317,Olaparib,KURAMOCHI,5.559904
55318,Oxaliplatin,KURAMOCHI,6.446709
55319,PCI-34051,KURAMOCHI,4.47244
55320,PD0325901,KURAMOCHI,2.489839
55321,PD173074,KURAMOCHI,4.039569
55322,PFI-1,KURAMOCHI,3.686962
55323,PFI3,KURAMOCHI,6.42025
55324,POMHEX,KURAMOCHI,1.065933
55325,PRIMA-1MET,KURAMOCHI,7.246077
55326,PRT062607,KURAMOCHI,4.898392
55327,Paclitaxel,KURAMOCHI,-0.855786
55328,Palbociclib,KURAMOCHI,5.722609
55329,Pevonedistat,KURAMOCHI,2.472314
55330,Picolinici-acid,KURAMOCHI,5.673197
55331,Pictilisib,KURAMOCHI,2.352787
55332,Podophyllotoxin bromide,KURAMOCHI,0.99475
55333,Pyridostatin,KURAMOCHI,4.858216
55334,RO-3306,KURAMOCHI,6.626829
55335,RVX-208,KURAMOCHI,4.527143
55336,Refametinib,KURAMOCHI,3.767825
55337,Ribociclib,KURAMOCHI,5.197784
55338,Romidepsin,KURAMOCHI,-4.553041
55339,Rucaparib,KURAMOCHI,5.174839
55340,Ruxolitinib,KURAMOCHI,5.416134
55341,SB216763,KURAMOCHI,6.04989
55342,SB590885,KURAMOCHI,5.86847
55343,SCH772984,KURAMOCHI,3.480349
55344,SGC-CBP30,KURAMOCHI,5.335936
55345,SGC0946,KURAMOCHI,2.698042
55346,SN-38,KURAMOCHI,4.404807
55347,Sabutoclax,KURAMOCHI,1.15178
55348,Sapitinib,KURAMOCHI,3.758604
55349,Savolitinib,KURAMOCHI,4.276991
55350,Schweinfurthin A,KURAMOCHI,4.161439
55351,Selumetinib,KURAMOCHI,5.281157
55352,Sepantronium bromide,KURAMOCHI,-4.923997
55353,Serdemetan,KURAMOCHI,4.698686
55354,Sinularin,KURAMOCHI,4.945746
55355,Sorafenib,KURAMOCHI,4.379185
55356,TW 37,KURAMOCHI,3.293886
55357,Talazoparib,KURAMOCHI,5.66663
55358,Tamoxifen,KURAMOCHI,4.483196
55359,Tanespimycin,KURAMOCHI,0.958546
55360,Telomerase Inhibitor IX,KURAMOCHI,2.492255
55361,Temsirolimus,KURAMOCHI,4.029752
55362,Teniposide,KURAMOCHI,2.120239
55363,Topotecan,KURAMOCHI,2.006881
55364,Trametinib,KURAMOCHI,0.934201
55365,UMI-77,KURAMOCHI,5.862281
55366,UNC0379,KURAMOCHI,4.932198
55367,UNC0638,KURAMOCHI,5.043102
55368,Ulixertinib,KURAMOCHI,2.742899
55369,Uprosertib,KURAMOCHI,4.400573
55370,VE-822,KURAMOCHI,4.077562
55371,VX-11e,KURAMOCHI,3.71845
55372,Veliparib,KURAMOCHI,6.070744
55373,Venetoclax,KURAMOCHI,4.043002
55374,Vinblastine,KURAMOCHI,-0.719432
55375,Vincristine,KURAMOCHI,1.304639
55376,Vinorelbine,KURAMOCHI,-1.178173
55377,Vismodegib,KURAMOCHI,6.61521
55378,Vorinostat,KURAMOCHI,2.523912
55379,WEHI-539,KURAMOCHI,3.36263
55380,WIKI4,KURAMOCHI,4.177646
55381,WZ4003,KURAMOCHI,3.169692
55382,Wnt-C59,KURAMOCHI,3.933827
55383,XAV939,KURAMOCHI,4.616125
55384,YK-4-279,KURAMOCHI,4.931967
55385,ZM447439,KURAMOCHI,4.814264
55386,Zoledronate,KURAMOCHI,4.951584
55387,alpha-lipoic acid,KURAMOCHI,8.612967
55388,glutathione,KURAMOCHI,9.710529
55389,5-Fluorouracil,NCIH2171,3.984179
55390,ABT737,NCIH2171,-1.260956
55391,AGI-5198,NCIH2171,4.272523
55392,AGI-6780,NCIH2171,2.685617
55393,AMG-319,NCIH2171,3.119967
55394,AT13148,NCIH2171,1.23581
55395,AZ6102,NCIH2171,3.473832
55396,AZ960,NCIH2171,-0.378173
55397,AZD3759,NCIH2171,1.741662
55398,AZD4547,NCIH2171,2.068889
55399,AZD5363,NCIH2171,0.788864
55400,AZD5582,NCIH2171,1.850981
55401,AZD6482,NCIH2171,1.829961
55402,AZD6738,NCIH2171,0.47523
55403,AZD7762,NCIH2171,0.161496
55404,AZD8186,NCIH2171,1.374456
55405,Afatinib,NCIH2171,1.088641
55406,Alisertib,NCIH2171,-4.354458
55407,Alpelisib,NCIH2171,0.36981
55408,Avagacestat,NCIH2171,3.484749
55409,Axitinib,NCIH2171,0.677336
55410,BI-2536,NCIH2171,-3.727433
55411,BIBR-1532,NCIH2171,3.971616
55412,BMS-345541,NCIH2171,2.281052
55413,BMS-536924,NCIH2171,0.402155
55414,BMS-754807,NCIH2171,-3.941959
55415,BX795,NCIH2171,0.801924
55416,Bicalutamide,NCIH2171,4.041511
55417,Bortezomib,NCIH2171,-5.527283
55418,Bosutinib,NCIH2171,2.731919
55419,Buparlisib,NCIH2171,0.198236
55420,CCT-018159,NCIH2171,2.384002
55421,CCT007093,NCIH2171,4.010944
55422,CHIR-99021,NCIH2171,3.580253
55423,CZC24832,NCIH2171,4.341141
55424,Cediranib,NCIH2171,1.892228
55425,Crizotinib,NCIH2171,0.971168
55426,Cyclophosphamide,NCIH2171,4.289713
55427,Dabrafenib,NCIH2171,3.595141
55428,Dactinomycin,NCIH2171,-6.113901
55429,Dactolisib,NCIH2171,-2.79043
55430,Daporinad,NCIH2171,1.249506
55431,Dasatinib,NCIH2171,2.336217
55432,Dinaciclib,NCIH2171,-3.785006
55433,EHT-1864,NCIH2171,2.883844
55434,EPZ5676,NCIH2171,3.690813
55435,Elesclomol,NCIH2171,-4.631561
55436,Entinostat,NCIH2171,-0.107969
55437,Entospletinib,NCIH2171,3.318766
55438,Erlotinib,NCIH2171,3.171292
55439,Foretinib,NCIH2171,-0.470701
55440,Fulvestrant,NCIH2171,1.863092
55441,GDC0810,NCIH2171,4.261409
55442,GNE-317,NCIH2171,-0.159891
55443,GSK1904529A,NCIH2171,2.50898
55444,GSK2578215A,NCIH2171,3.971825
55445,GSK2606414,NCIH2171,3.278894
55446,GSK269962A,NCIH2171,-0.417989
55447,GSK343,NCIH2171,1.524725
55448,GSK591,NCIH2171,3.448455
55449,GW441756,NCIH2171,2.701141
55450,Gefitinib,NCIH2171,2.68649
55451,I-BET-762,NCIH2171,1.776933
55452,IOX2,NCIH2171,1.344213
55453,IWP-2,NCIH2171,1.965154
55454,Ibrutinib,NCIH2171,3.34708
55455,Ipatasertib,NCIH2171,1.627208
55456,JNK Inhibitor VIII,NCIH2171,4.326389
55457,JQ1,NCIH2171,-0.311787
55458,KRAS (G12C) Inhibitor-12,NCIH2171,2.995531
55459,KU-55933,NCIH2171,3.865386
55460,LCL161,NCIH2171,4.142299
55461,LGK974,NCIH2171,3.721408
55462,LJI308,NCIH2171,3.594483
55463,LY2109761,NCIH2171,3.5894
55464,Lapatinib,NCIH2171,1.791428
55465,Leflunomide,NCIH2171,4.415437
55466,Lenalidomide,NCIH2171,4.341328
55467,Lestaurtinib,NCIH2171,-1.828028
55468,Linsitinib,NCIH2171,1.830241
55469,Luminespib,NCIH2171,-3.367215
