,drug,cell_line,IC50
51548,AZD5153,RERFLCKJ,-2.0691
51549,AZD5363,RERFLCKJ,2.493492
51550,AZD5438,RERFLCKJ,1.659432
51551,AZD5582,RERFLCKJ,-5.912118
51552,AZD5991,RERFLCKJ,5.22443
51553,AZD6738,RERFLCKJ,2.959389
51554,AZD7762,RERFLCKJ,0.929187
51555,AZD8055,RERFLCKJ,0.195807
51556,AZD8186,RERFLCKJ,2.557439
51557,Acetalax,RERFLCKJ,3.556958
51558,Afatinib,RERFLCKJ,2.044011
51559,Afuresertib,RERFLCKJ,1.241835
51560,Alisertib,RERFLCKJ,1.792146
51561,Alpelisib,RERFLCKJ,3.065276
51562,Avagacestat,RERFLCKJ,4.855183
51563,Axitinib,RERFLCKJ,3.063315
51564,BI-2536,RERFLCKJ,2.189151
51565,BIBR-1532,RERFLCKJ,4.569351
51566,BMS-345541,RERFLCKJ,2.773686
51567,Bleomycin (50 uM),RERFLCKJ,1.71114
51568,Bortezomib,RERFLCKJ,-3.8486
51569,Bosutinib,RERFLCKJ,2.375515
51570,Bromosporine,RERFLCKJ,0.757305
51571,Buparlisib,RERFLCKJ,0.003325
51572,CPI-637,RERFLCKJ,4.765253
51573,CZC24832,RERFLCKJ,4.940133
51574,Camptothecin,RERFLCKJ,0.085474
51575,Carmustine,RERFLCKJ,6.744319
51576,Cediranib,RERFLCKJ,1.952142
51577,Cisplatin,RERFLCKJ,4.068255
51578,Crizotinib,RERFLCKJ,3.185595
51579,Cytarabine,RERFLCKJ,3.999311
51580,Dabrafenib,RERFLCKJ,5.473952
51581,Dacarbazine,RERFLCKJ,5.729069
51582,Dactolisib,RERFLCKJ,-1.362884
51583,Dasatinib,RERFLCKJ,1.632853
51584,Dihydrorotenone,RERFLCKJ,3.18297
51585,Docetaxel,RERFLCKJ,-2.287059
51586,Doramapimod,RERFLCKJ,5.686871
51587,EHT-1864,RERFLCKJ,3.471926
51588,EPZ004777,RERFLCKJ,5.194084
51589,EPZ5676,RERFLCKJ,4.282695
51590,Elephantin,RERFLCKJ,6.262232
51591,Entinostat,RERFLCKJ,2.47458
51592,Entospletinib,RERFLCKJ,3.374204
51593,Epirubicin,RERFLCKJ,-1.279601
51594,Erlotinib,RERFLCKJ,0.963704
51595,Foretinib,RERFLCKJ,1.202206
51596,Fulvestrant,RERFLCKJ,4.240311
51597,GNE-317,RERFLCKJ,0.495276
51598,GSK-LSD1,RERFLCKJ,2.742047
51599,GSK1904529A,RERFLCKJ,3.523388
51600,GSK2110183B,RERFLCKJ,3.719789
51601,GSK2578215A,RERFLCKJ,4.871159
51602,GSK2606414,RERFLCKJ,3.123114
51603,GSK2801,RERFLCKJ,5.066202
51604,GSK2830371,RERFLCKJ,5.422408
51605,GSK591,RERFLCKJ,3.804496
51606,GW441756,RERFLCKJ,3.091317
51607,Gallibiscoquinazole,RERFLCKJ,2.330151
51608,Gefitinib,RERFLCKJ,1.802456
51609,Gemcitabine,RERFLCKJ,4.813971
51610,I-BET-762,RERFLCKJ,1.293215
51611,I-BRD9,RERFLCKJ,5.416797
51612,ICL-SIRT078,RERFLCKJ,3.96291
51613,IWP-2,RERFLCKJ,2.110202
51614,Ibrutinib,RERFLCKJ,4.761114
51615,Ipatasertib,RERFLCKJ,2.980323
51616,Irinotecan,RERFLCKJ,3.480598
51617,JNK Inhibitor VIII,RERFLCKJ,5.531418
51618,JQ1,RERFLCKJ,-1.26445
51619,KRAS (G12C) Inhibitor-12,RERFLCKJ,4.84361
51620,KU-55933,RERFLCKJ,3.834649
51621,L-Oxonoreleagnine,RERFLCKJ,3.428422
51622,LCL161,RERFLCKJ,1.491241
51623,LGK974,RERFLCKJ,5.254763
51624,LJI308,RERFLCKJ,4.65423
51625,LY2109761,RERFLCKJ,5.669786
51626,Lapatinib,RERFLCKJ,2.961201
51627,Leflunomide,RERFLCKJ,4.691965
51628,Lenalidomide,RERFLCKJ,5.685569
51629,Lestaurtinib,RERFLCKJ,-0.045268
51630,Linsitinib,RERFLCKJ,4.11928
51631,MG-132,RERFLCKJ,-0.503548
51632,MIM1,RERFLCKJ,3.319447
51633,MIRA-1,RERFLCKJ,5.211283
51634,MK-1775,RERFLCKJ,1.463515
51635,MK-2206,RERFLCKJ,2.824926
51636,MK-8776,RERFLCKJ,2.496167
51637,ML323,RERFLCKJ,4.877903
51638,MN-64,RERFLCKJ,5.645221
51639,Methotrexate,RERFLCKJ,-1.968722
51640,Mitoxantrone,RERFLCKJ,4.476869
51641,Motesanib,RERFLCKJ,5.675951
51642,Mycophenolic acid,RERFLCKJ,2.391773
51643,N-acetyl cysteine,RERFLCKJ,8.763763
51644,NU7441,RERFLCKJ,1.55288
51645,NVP-ADW742,RERFLCKJ,1.861099
51646,Navitoclax,RERFLCKJ,4.202413
51647,Nelarabine,RERFLCKJ,6.333773
51648,Nilotinib,RERFLCKJ,3.941152
51649,Niraparib,RERFLCKJ,5.442708
51650,Nutlin-3a (-),RERFLCKJ,4.863264
51651,OF-1,RERFLCKJ,4.418279
51652,OSI-027,RERFLCKJ,4.50696
51653,OTX015,RERFLCKJ,-0.335372
51654,Obatoclax Mesylate,RERFLCKJ,0.973324
51655,Olaparib,RERFLCKJ,5.183766
51656,Osimertinib,RERFLCKJ,1.41588
51657,Oxaliplatin,RERFLCKJ,5.660009
51658,P22077,RERFLCKJ,5.222694
51659,PCI-34051,RERFLCKJ,4.460256
51660,PD0325901,RERFLCKJ,2.525813
51661,PD173074,RERFLCKJ,4.355217
51662,PFI-1,RERFLCKJ,3.131447
51663,PFI3,RERFLCKJ,5.098492
51664,PLX-4720,RERFLCKJ,5.463662
51665,POMHEX,RERFLCKJ,1.451069
51666,PRIMA-1MET,RERFLCKJ,6.68106
51667,Paclitaxel,RERFLCKJ,-0.469683
51668,Palbociclib,RERFLCKJ,4.52148
51669,Picolinici-acid,RERFLCKJ,5.660345
51670,Pictilisib,RERFLCKJ,1.072401
51671,Podophyllotoxin bromide,RERFLCKJ,-0.090172
51672,Pyridostatin,RERFLCKJ,3.475566
51673,RO-3306,RERFLCKJ,4.925158
51674,RVX-208,RERFLCKJ,4.081883
51675,Rapamycin,RERFLCKJ,-2.975492
51676,Remodelin,RERFLCKJ,5.082229
51677,Romidepsin,RERFLCKJ,-4.929159
51678,Rucaparib,RERFLCKJ,3.250974
51679,Ruxolitinib,RERFLCKJ,4.490131
51680,SB216763,RERFLCKJ,4.840054
51681,SB590885,RERFLCKJ,4.694229
51682,SCH772984,RERFLCKJ,2.410246
51683,SGC-CBP30,RERFLCKJ,3.646124
51684,SGC0946,RERFLCKJ,0.951325
51685,Sabutoclax,RERFLCKJ,2.045323
51686,Sapitinib,RERFLCKJ,3.260928
51687,Schweinfurthin A,RERFLCKJ,3.374726
51688,Selumetinib,RERFLCKJ,4.397661
51689,Sepantronium bromide,RERFLCKJ,-3.166835
51690,Serdemetan,RERFLCKJ,2.942738
51691,Sinularin,RERFLCKJ,4.381024
51692,Sorafenib,RERFLCKJ,2.79187
51693,Staurosporine,RERFLCKJ,-3.139547
51694,Talazoparib,RERFLCKJ,4.215375
51695,Tamoxifen,RERFLCKJ,2.890107
51696,Tanespimycin,RERFLCKJ,-0.287686
51697,Taselisib,RERFLCKJ,2.56079
51698,Telomerase Inhibitor IX,RERFLCKJ,1.616333
51699,Temozolomide,RERFLCKJ,7.176259
51700,Temsirolimus,RERFLCKJ,-0.544712
51701,Teniposide,RERFLCKJ,4.013056
51702,Topotecan,RERFLCKJ,1.183548
51703,Trametinib,RERFLCKJ,1.815001
51704,UMI-77,RERFLCKJ,3.213482
51705,UNC0379,RERFLCKJ,3.981461
51706,UNC0638,RERFLCKJ,3.987264
51707,Ulixertinib,RERFLCKJ,3.230869
51708,Uprosertib,RERFLCKJ,2.408432
51709,VE-822,RERFLCKJ,3.878867
51710,VE821,RERFLCKJ,5.11285
51711,Veliparib,RERFLCKJ,4.665151
51712,Venetoclax,RERFLCKJ,3.53079
51713,Vinblastine,RERFLCKJ,-2.571024
51714,Vincristine,RERFLCKJ,0.732766
51715,Vinorelbine,RERFLCKJ,-2.878214
51716,Vismodegib,RERFLCKJ,5.686871
51717,Vorinostat,RERFLCKJ,2.786272
51718,WEHI-539,RERFLCKJ,4.96114
51719,WIKI4,RERFLCKJ,3.045765
51720,Wee1 Inhibitor,RERFLCKJ,2.97806
51721,XAV939,RERFLCKJ,3.781597
51722,ZM447439,RERFLCKJ,1.759497
51723,Zoledronate,RERFLCKJ,4.003037
51724,alpha-lipoic acid,RERFLCKJ,7.092633
51725,glutathione,RERFLCKJ,9.151059
51726,5-Fluorouracil,VMRCRCW,2.275197
51727,ABT737,VMRCRCW,1.56252
51728,AGI-5198,VMRCRCW,4.224533
51729,AGI-6780,VMRCRCW,6.271825
51730,AGK2,VMRCRCW,3.241504
51731,AMG-319,VMRCRCW,5.356683
51732,AT13148,VMRCRCW,3.392723
51733,AZ6102,VMRCRCW,3.931154
51734,AZ960,VMRCRCW,2.637397
51735,AZD3759,VMRCRCW,2.381629
51736,AZD4547,VMRCRCW,5.755257
51737,AZD5363,VMRCRCW,3.634349
51738,AZD5582,VMRCRCW,7.281262
51739,AZD6482,VMRCRCW,4.851485
51740,AZD6738,VMRCRCW,3.197013
51741,AZD7762,VMRCRCW,2.966476
51742,AZD8186,VMRCRCW,3.382814
51743,Afatinib,VMRCRCW,3.961854
51744,Afuresertib,VMRCRCW,2.823393
51745,Alisertib,VMRCRCW,4.048406
51746,Alpelisib,VMRCRCW,5.0052
51747,Avagacestat,VMRCRCW,4.822241
51748,Axitinib,VMRCRCW,4.89612
51749,BI-2536,VMRCRCW,2.618229
51750,BIBR-1532,VMRCRCW,5.041039
51751,BMS-345541,VMRCRCW,4.448333
51752,BX795,VMRCRCW,4.601086
51753,Bicalutamide,VMRCRCW,5.807671
51754,Bortezomib,VMRCRCW,-5.185609
51755,Bosutinib,VMRCRCW,3.520404
51756,Buparlisib,VMRCRCW,4.16027
51757,CCT-018159,VMRCRCW,5.304403
51758,CHIR-99021,VMRCRCW,4.936052
51759,CZC24832,VMRCRCW,7.204022
51760,Camptothecin,VMRCRCW,2.156346
51761,Cediranib,VMRCRCW,2.308266
51762,Crizotinib,VMRCRCW,4.303735
51763,Dabrafenib,VMRCRCW,5.184853
51764,Dactolisib,VMRCRCW,3.275426
51765,Daporinad,VMRCRCW,-3.457088
51766,Dasatinib,VMRCRCW,0.164765
51767,Docetaxel,VMRCRCW,-1.027092
51768,Doramapimod,VMRCRCW,5.442234
51769,EHT-1864,VMRCRCW,2.923937
51770,EPZ004777,VMRCRCW,6.950433
51771,EPZ5676,VMRCRCW,7.129294
51772,Elesclomol,VMRCRCW,2.611517
51773,Entinostat,VMRCRCW,4.188915
51774,Entospletinib,VMRCRCW,5.279482
51775,Epirubicin,VMRCRCW,2.753883
51776,Erlotinib,VMRCRCW,4.751972
51777,Foretinib,VMRCRCW,1.22487
51778,Fulvestrant,VMRCRCW,5.151193
51779,GNE-317,VMRCRCW,2.82856
51780,GSK1904529A,VMRCRCW,5.461806
51781,GSK2578215A,VMRCRCW,4.932039
51782,GSK2606414,VMRCRCW,6.727937
51783,GSK269962A,VMRCRCW,3.577777
51784,GSK591,VMRCRCW,3.989344
51785,GW441756,VMRCRCW,5.630459
51786,Gefitinib,VMRCRCW,4.923118
51787,Gemcitabine,VMRCRCW,5.683663
51788,I-BET-762,VMRCRCW,3.798114
51789,I-BRD9,VMRCRCW,4.095596
51790,IOX2,VMRCRCW,4.401322
51791,IWP-2,VMRCRCW,4.756289
51792,Ibrutinib,VMRCRCW,3.901261
51793,Ipatasertib,VMRCRCW,4.076808
51794,Irinotecan,VMRCRCW,6.609039
51795,JNK Inhibitor VIII,VMRCRCW,4.908611
51796,JQ1,VMRCRCW,2.997435
51797,KRAS (G12C) Inhibitor-12,VMRCRCW,5.897164
51798,KU-55933,VMRCRCW,6.645232
51799,LCL161,VMRCRCW,5.433511
51800,LGK974,VMRCRCW,6.287599
51801,LJI308,VMRCRCW,5.081117
51802,LY2109761,VMRCRCW,4.560769
51803,Lapatinib,VMRCRCW,2.055702
51804,Leflunomide,VMRCRCW,5.907119
51805,Lenalidomide,VMRCRCW,6.771121
51806,Lestaurtinib,VMRCRCW,2.775806
51807,Linsitinib,VMRCRCW,7.198917
51808,MG-132,VMRCRCW,-1.504392
51809,MIRA-1,VMRCRCW,6.397798
51810,MK-1775,VMRCRCW,1.549491
51811,MK-2206,VMRCRCW,3.314043
51812,MK-8776,VMRCRCW,3.606998
51813,ML323,VMRCRCW,6.569372
51814,MN-64,VMRCRCW,4.986824
51815,Methotrexate,VMRCRCW,3.714802
51816,Motesanib,VMRCRCW,7.339048
51817,NU7441,VMRCRCW,2.77916
51818,NVP-ADW742,VMRCRCW,3.650079
51819,Navitoclax,VMRCRCW,2.391159
51820,Nilotinib,VMRCRCW,4.180031
51821,Niraparib,VMRCRCW,6.08948
51822,Nutlin-3a (-),VMRCRCW,5.986974
51823,OF-1,VMRCRCW,4.039111
51824,OSI-027,VMRCRCW,6.672768
51825,OTX015,VMRCRCW,2.668954
51826,Olaparib,VMRCRCW,6.488338
51827,Osimertinib,VMRCRCW,2.207382
51828,Oxaliplatin,VMRCRCW,6.501686
51829,P22077,VMRCRCW,6.63461
51830,PCI-34051,VMRCRCW,6.005627
51831,PD0325901,VMRCRCW,3.937233
51832,PD173074,VMRCRCW,3.43439
51833,PF-4708671,VMRCRCW,4.626493
51834,PFI-1,VMRCRCW,4.986159
51835,PFI3,VMRCRCW,7.446098
51836,PLX-4720,VMRCRCW,5.618929
51837,PRIMA-1MET,VMRCRCW,6.367205
51838,Paclitaxel,VMRCRCW,-0.117618
51839,Palbociclib,VMRCRCW,5.865502
51840,Picolinici-acid,VMRCRCW,6.996533
51841,Pictilisib,VMRCRCW,3.430731
51842,Piperlongumine,VMRCRCW,3.625586
51843,Pyridostatin,VMRCRCW,6.073713
51844,RO-3306,VMRCRCW,4.68046
51845,RVX-208,VMRCRCW,4.680524
51846,Rapamycin,VMRCRCW,1.152618
51847,Rucaparib,VMRCRCW,5.302376
51848,Ruxolitinib,VMRCRCW,6.335001
51849,SB216763,VMRCRCW,6.979248
51850,SB590885,VMRCRCW,6.760631
51851,SCH772984,VMRCRCW,5.022642
51852,SGC0946,VMRCRCW,4.229549
51853,SL0101,VMRCRCW,5.644343
51854,Sabutoclax,VMRCRCW,0.904891
51855,Sapitinib,VMRCRCW,6.272369
51856,Selumetinib,VMRCRCW,5.243762
51857,Sepantronium bromide,VMRCRCW,-1.369598
51858,Serdemetan,VMRCRCW,4.508465
51859,Sorafenib,VMRCRCW,2.983316
51860,Staurosporine,VMRCRCW,-0.561058
51861,Talazoparib,VMRCRCW,6.322239
51862,Tamoxifen,VMRCRCW,6.539257
51863,Tanespimycin,VMRCRCW,4.367041
51864,Taselisib,VMRCRCW,3.918793
51865,Telomerase Inhibitor IX,VMRCRCW,1.916599
51866,Temozolomide,VMRCRCW,8.225902
51867,Temsirolimus,VMRCRCW,4.979549
51868,Tozasertib,VMRCRCW,5.191405
51869,Trametinib,VMRCRCW,1.72637
51870,Tretinoin,VMRCRCW,6.564294
51871,Ulixertinib,VMRCRCW,5.616908
51872,Uprosertib,VMRCRCW,4.502904
51873,VE-822,VMRCRCW,4.309083
51874,VE821,VMRCRCW,4.411173
51875,Veliparib,VMRCRCW,7.178092
51876,Venetoclax,VMRCRCW,3.369143
51877,Vinorelbine,VMRCRCW,0.136839
51878,Vismodegib,VMRCRCW,5.934321
51879,Vorinostat,VMRCRCW,2.839459
51880,WEHI-539,VMRCRCW,3.691575
51881,WIKI4,VMRCRCW,3.432027
51882,Wee1 Inhibitor,VMRCRCW,1.252166
51883,XAV939,VMRCRCW,4.814119
51884,ZM447439,VMRCRCW,2.793759
51885,5-Fluorouracil,KU1919,2.622267
51886,5-azacytidine,KU1919,2.448073
51887,A-366,KU1919,4.810795
51888,ABT737,KU1919,1.534516
51889,AGI-5198,KU1919,4.027164
51890,AGI-6780,KU1919,3.789521
51891,AGK2,KU1919,3.0003
51892,AMG-319,KU1919,4.968719
51893,AT13148,KU1919,2.835804
51894,AZ6102,KU1919,3.340144
51895,AZ960,KU1919,0.752579
51896,AZD1208,KU1919,5.26804
51897,AZD1332,KU1919,4.340801
51898,AZD2014,KU1919,2.046326
51899,AZD3759,KU1919,2.930522
51900,AZD4547,KU1919,3.449905
51901,AZD5153,KU1919,-1.496272
51902,AZD5363,KU1919,2.872611
51903,AZD5438,KU1919,0.380237
51904,AZD5582,KU1919,1.344853
51905,AZD5991,KU1919,5.311472
51906,AZD6738,KU1919,0.743735
51907,AZD7762,KU1919,-0.597822
51908,AZD8055,KU1919,-0.110411
51909,AZD8186,KU1919,4.349072
51910,Acetalax,KU1919,3.901018
51911,Afatinib,KU1919,1.884883
51912,Afuresertib,KU1919,2.166184
51913,Alisertib,KU1919,0.725785
51914,Alpelisib,KU1919,4.967026
51915,Avagacestat,KU1919,4.523234
51916,Axitinib,KU1919,2.608265
51917,BI-2536,KU1919,-2.307742
51918,BIBR-1532,KU1919,5.084341
51919,BMS-345541,KU1919,2.434702
51920,Bleomycin (50 uM),KU1919,1.157921
51921,Bortezomib,KU1919,-4.810037
51922,Bosutinib,KU1919,1.825348
51923,Bromosporine,KU1919,0.343035
51924,Buparlisib,KU1919,0.678272
51925,CPI-637,KU1919,3.679657
51926,CZC24832,KU1919,4.764902
51927,Camptothecin,KU1919,-3.416911
51928,Carmustine,KU1919,6.283887
51929,Cediranib,KU1919,2.259985
51930,Cisplatin,KU1919,2.814039
51931,Crizotinib,KU1919,2.552282
51932,Cytarabine,KU1919,-1.408393
51933,Dabrafenib,KU1919,2.612139
51934,Dacarbazine,KU1919,4.750741
51935,Dactolisib,KU1919,-2.01743
51936,Dasatinib,KU1919,0.343517
51937,Dihydrorotenone,KU1919,2.658489
51938,Docetaxel,KU1919,-5.4293
51939,Doramapimod,KU1919,4.278038
51940,EHT-1864,KU1919,3.626503
51941,EPZ004777,KU1919,5.280939
51942,EPZ5676,KU1919,5.469901
51943,Elephantin,KU1919,2.881134
51944,Entinostat,KU1919,0.910555
51945,Entospletinib,KU1919,3.10783
51946,Epirubicin,KU1919,-2.519655
51947,Erlotinib,KU1919,1.862003
51948,Foretinib,KU1919,0.925739
51949,Fulvestrant,KU1919,3.439758
51950,GNE-317,KU1919,0.061052
51951,GSK-LSD1,KU1919,1.637546
51952,GSK1904529A,KU1919,4.355794
51953,GSK2110183B,KU1919,3.128243
51954,GSK2578215A,KU1919,4.436364
51955,GSK2606414,KU1919,3.81484
51956,GSK2801,KU1919,4.844053
51957,GSK2830371,KU1919,5.24808
51958,GSK591,KU1919,4.678856
51959,GW441756,KU1919,2.085087
51960,Gallibiscoquinazole,KU1919,2.876654
51961,Gefitinib,KU1919,2.836781
51962,Gemcitabine,KU1919,-3.229482
51963,I-BET-762,KU1919,1.317383
51964,I-BRD9,KU1919,2.853491
51965,ICL-SIRT078,KU1919,5.072077
51966,IWP-2,KU1919,2.728233
51967,Ibrutinib,KU1919,4.962445
51968,Ipatasertib,KU1919,3.217408
51969,Irinotecan,KU1919,1.038719
51970,JNK Inhibitor VIII,KU1919,5.266643
51971,JQ1,KU1919,-0.320159
51972,KRAS (G12C) Inhibitor-12,KU1919,2.221288
51973,KU-55933,KU1919,4.821305
51974,L-Oxonoreleagnine,KU1919,4.006946
51975,LCL161,KU1919,4.602102
51976,LGK974,KU1919,3.944848
51977,LJI308,KU1919,5.249768
51978,LY2109761,KU1919,4.663223
51979,Lapatinib,KU1919,3.445713
51980,Leflunomide,KU1919,4.256417
51981,Lenalidomide,KU1919,4.223089
51982,Lestaurtinib,KU1919,-0.626341
51983,Linsitinib,KU1919,4.370706
51984,MG-132,KU1919,-1.005768
51985,MIM1,KU1919,2.695532
51986,MIRA-1,KU1919,5.286985
51987,MK-1775,KU1919,-0.412822
51988,MK-2206,KU1919,3.540806
51989,MK-8776,KU1919,3.385874
51990,ML323,KU1919,4.37698
51991,MN-64,KU1919,5.197345
51992,Methotrexate,KU1919,-3.540547
51993,Mitoxantrone,KU1919,0.357856
51994,Motesanib,KU1919,5.311472
51995,Mycophenolic acid,KU1919,1.192359
51996,N-acetyl cysteine,KU1919,8.854876
51997,NU7441,KU1919,2.429546
51998,NVP-ADW742,KU1919,2.383756
51999,Navitoclax,KU1919,4.538758
52000,Nelarabine,KU1919,5.9413
52001,Nilotinib,KU1919,2.168339
52002,Niraparib,KU1919,3.173218
52003,Nutlin-3a (-),KU1919,2.507753
52004,OF-1,KU1919,5.044599
52005,OSI-027,KU1919,4.192798
52006,OTX015,KU1919,-0.325441
52007,Obatoclax Mesylate,KU1919,-0.162905
52008,Olaparib,KU1919,3.529767
52009,Osimertinib,KU1919,2.902204
52010,Oxaliplatin,KU1919,2.725273
52011,P22077,KU1919,3.031115
52012,PCI-34051,KU1919,3.908662
52013,PD0325901,KU1919,-2.705553
52014,PD173074,KU1919,3.633505
52015,PFI-1,KU1919,2.436315
52016,PFI3,KU1919,4.786136
52017,PLX-4720,KU1919,4.362576
52018,POMHEX,KU1919,1.39335
52019,PRIMA-1MET,KU1919,5.657662
52020,Paclitaxel,KU1919,-4.008908
52021,Palbociclib,KU1919,2.224288
52022,Picolinici-acid,KU1919,4.61021
52023,Pictilisib,KU1919,2.294073
52024,Podophyllotoxin bromide,KU1919,-2.088713
52025,Pyridostatin,KU1919,2.940054
52026,RO-3306,KU1919,3.313268
52027,RVX-208,KU1919,3.828071
52028,Rapamycin,KU1919,-0.73443
52029,Remodelin,KU1919,5.078032
52030,Romidepsin,KU1919,-6.905227
52031,Rucaparib,KU1919,3.123752
52032,Ruxolitinib,KU1919,5.098149
52033,SB216763,KU1919,3.618305
52034,SB590885,KU1919,1.19942
52035,SCH772984,KU1919,-1.774273
52036,SGC-CBP30,KU1919,3.725545
52037,SGC0946,KU1919,1.353548
52038,Sabutoclax,KU1919,-1.014739
52039,Sapitinib,KU1919,4.856942
52040,Schweinfurthin A,KU1919,2.500161
52041,Selumetinib,KU1919,0.167828
52042,Sepantronium bromide,KU1919,-3.798194
52043,Serdemetan,KU1919,2.578859
52044,Sinularin,KU1919,3.542866
52045,Sorafenib,KU1919,1.458854
52046,Staurosporine,KU1919,-3.173778
52047,Talazoparib,KU1919,2.948425
52048,Tamoxifen,KU1919,3.666222
52049,Tanespimycin,KU1919,-1.179798
52050,Taselisib,KU1919,4.264362
52051,Telomerase Inhibitor IX,KU1919,-0.619826
52052,Temozolomide,KU1919,6.568964
52053,Temsirolimus,KU1919,0.813753
52054,Teniposide,KU1919,-0.72245
52055,Topotecan,KU1919,-0.600307
52056,Trametinib,KU1919,-4.860216
52057,UMI-77,KU1919,2.016873
52058,UNC0379,KU1919,1.427599
52059,UNC0638,KU1919,4.293486
52060,Ulixertinib,KU1919,-0.851739
52061,Uprosertib,KU1919,2.718059
52062,VE-822,KU1919,0.7996
52063,VE821,KU1919,3.134193
52064,Veliparib,KU1919,5.309292
52065,Venetoclax,KU1919,2.358684
52066,Vinblastine,KU1919,-4.36173
52067,Vincristine,KU1919,-3.786852
52068,Vinorelbine,KU1919,-4.159299
52069,Vismodegib,KU1919,5.28753
52070,Vorinostat,KU1919,-0.199326
52071,WEHI-539,KU1919,3.595063
52072,WIKI4,KU1919,3.314514
52073,Wee1 Inhibitor,KU1919,0.504034
52074,XAV939,KU1919,4.49834
52075,ZM447439,KU1919,1.174408
52076,Zoledronate,KU1919,3.690611
52077,alpha-lipoic acid,KU1919,7.804678
52078,glutathione,KU1919,9.360582
52079,5-Fluorouracil,TE11,2.98224
52080,ABT737,TE11,1.64834
52081,AGI-5198,TE11,4.787334
52082,AGI-6780,TE11,4.037102
52083,AGK2,TE11,1.776312
52084,AMG-319,TE11,4.05947
52085,AT13148,TE11,1.318889
52086,AZ6102,TE11,1.331018
52087,AZ960,TE11,-0.0772
52088,AZD3759,TE11,0.979942
52089,AZD4547,TE11,2.921005
52090,AZD5363,TE11,2.545601
52091,AZD5582,TE11,3.747051
52092,AZD6482,TE11,2.377841
52093,AZD6738,TE11,0.393558
52094,AZD7762,TE11,-0.515577
52095,AZD8186,TE11,2.088929
52096,Afatinib,TE11,0.60721
52097,Afuresertib,TE11,1.78579
52098,Alisertib,TE11,-2.886004
52099,Alpelisib,TE11,0.68051
52100,Avagacestat,TE11,2.67148
52101,Axitinib,TE11,0.808029
52102,BI-2536,TE11,-3.026424
52103,BIBR-1532,TE11,4.567945
52104,BMS-345541,TE11,2.072564
52105,BX795,TE11,1.684975
52106,Bicalutamide,TE11,4.597523
52107,Bortezomib,TE11,-4.591221
52108,Bosutinib,TE11,1.01522
52109,Buparlisib,TE11,0.253149
52110,CCT-018159,TE11,2.413059
52111,CHIR-99021,TE11,5.0818
52112,CZC24832,TE11,4.68397
52113,Camptothecin,TE11,-3.1936
52114,Cediranib,TE11,1.416145
52115,Crizotinib,TE11,1.140739
52116,Dabrafenib,TE11,4.524152
52117,Dactolisib,TE11,-1.750625
52118,Daporinad,TE11,1.144185
52119,Dasatinib,TE11,-0.853932
52120,Docetaxel,TE11,-7.099341
52121,Doramapimod,TE11,4.928703
52122,EHT-1864,TE11,3.573581
52123,EPZ004777,TE11,3.670817
52124,EPZ5676,TE11,4.104118
52125,Elesclomol,TE11,-2.796875
52126,Entinostat,TE11,2.648049
52127,Entospletinib,TE11,2.270916
52128,Epirubicin,TE11,-1.163275
52129,Erlotinib,TE11,1.100718
52130,Foretinib,TE11,-0.496109
52131,Fulvestrant,TE11,2.741214
52132,GNE-317,TE11,0.521884
52133,GSK1904529A,TE11,4.190308
52134,GSK2578215A,TE11,5.076488
52135,GSK2606414,TE11,2.163753
52136,GSK269962A,TE11,1.665084
52137,GSK591,TE11,2.420447
52138,GW441756,TE11,3.434361
52139,Gefitinib,TE11,0.99155
52140,Gemcitabine,TE11,-0.223223
52141,I-BET-762,TE11,1.159992
52142,I-BRD9,TE11,4.699532
52143,IOX2,TE11,2.098959
52144,IWP-2,TE11,2.057808
52145,Ibrutinib,TE11,0.965049
52146,Ipatasertib,TE11,2.573831
52147,Irinotecan,TE11,1.459123
52148,JNK Inhibitor VIII,TE11,3.96878
52149,JQ1,TE11,-0.884628
52150,KRAS (G12C) Inhibitor-12,TE11,3.46911
52151,KU-55933,TE11,5.043799
52152,LCL161,TE11,3.180422
52153,LGK974,TE11,3.497798
52154,LJI308,TE11,4.428855
52155,LY2109761,TE11,2.195996
52156,Lapatinib,TE11,0.444821
52157,Leflunomide,TE11,4.511944
52158,Lenalidomide,TE11,4.925549
52159,Lestaurtinib,TE11,-1.197628
52160,Linsitinib,TE11,2.835894
52161,MG-132,TE11,-0.824527
52162,MIRA-1,TE11,4.79392
52163,MK-1775,TE11,-0.019607
52164,MK-2206,TE11,2.367348
52165,MK-8776,TE11,1.988929
52166,ML323,TE11,3.777134
52167,MN-64,TE11,2.480277
52168,Methotrexate,TE11,2.690984
52169,Motesanib,TE11,5.043799
52170,NU7441,TE11,1.301776
52171,NVP-ADW742,TE11,0.792052
52172,Navitoclax,TE11,3.736339
52173,Nilotinib,TE11,2.31727
52174,Niraparib,TE11,4.244538
52175,Nutlin-3a (-),TE11,4.639246
52176,OF-1,TE11,4.702321
52177,OSI-027,TE11,3.070252
52178,OTX015,TE11,-0.473115
52179,Olaparib,TE11,4.711099
52180,Osimertinib,TE11,0.007857
52181,Oxaliplatin,TE11,4.001474
52182,P22077,TE11,3.943401
52183,PCI-34051,TE11,4.171554
52184,PD0325901,TE11,-0.052779
52185,PD173074,TE11,2.041706
52186,PF-4708671,TE11,3.32428
52187,PFI-1,TE11,3.411805
52188,PFI3,TE11,5.298192
52189,PLX-4720,TE11,2.655465
